id,study_name,age_L1PRE,age_L1POST,age_L2PRE,age_L2POST,dob,sex,L1PRE_cdi_version,L1PRE_cdi_age,L1PRE_cdi_und_words,L1PRE_cdi_und_per,L1PRE_cdi_vocab,L1PRE_cdi_vocabper,id_L1PRE_peek,L1PRE_peek_datatype,L1PRE_peek_order,L1PRE_acc_3001800,L1PRE_acc_3001800n,L1PRE_acc_3001800sd,L1PRE_goodacc_3001800,L1PRE_nogoodacc_reason,L1PRE_drt,L1PRE_drtn,L1PRE_drtsd,L1PRE_gooddrt,L1PRE_nogooddrt_reason,L1POST_cdi_version,L1POST_cdi_age,L1POST_cdi_und_words,L1POST_cdi_und_per,L1POST_cdi_vocab,L1POST_cdi_vocabper,L1POST_peek_datatype,L1POST_peek_order,L1POST_acc_3001800,L1POST_acc_3001800n,L1POST_acc_3001800sd,L1POST_goodacc_3001800,L1POST_nogoodacc_reason,L1POST_drt,L1POST_drtn,L1POST_drtsd,L1POST_gooddrt,L1POST_nogooddrt_reason,id_L2PRE_peek,L2PRE_SPAN_peek_datatype,L2PRE_SPAN_peek_order,L2PRE_SPAN_acc_3001800,L2PRE_SPAN_acc_3001800n,L2PRE_SPAN_acc_3001800sd,L2PRE_SPAN_goodacc_3001800,L2PRE_SPAN_nogoodacc_reason,L2PRE_SPAN_drt,L2PRE_SPAN_drtn,L2PRE_SPAN_drtsd,L2PRE_SPAN_gooddrt,L2PRE_SPAN_nogooddrt_reason,
154,habla,20,-9, , ,3/29/15,0,wg,21,153,23,4,12,154,tobii,HABLA48T_18-1,0.541224369,19,0.335442589,0.541224369, ,866.625,8,500.6900774,866.625, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,154, , , , , , , , , , , , ,
195,habla,18.1,-9, , ,9/16/15,0,missing,-9,-9,-9,-9,-9,195,tobii,HABLA48T_18-1,0.662542313,30,0.348864244,0.662542313, ,922.1666667,6,109.6529373,922.1666667, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,195, , , , , , , , , , , , ,
241,habla,15.4,-9, , ,5/28/16,1,wg,15,29,8,29,71,241,tobii,HABLA48T_18-1,-9,-9,-9,-9,vision issue,-9,-9,-9,-9,vission issue,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,241, , , , , , , , , , , , ,
273,habla,16.9,-9, , ,5/12/16,0,ws,16,-9,-9,19,25,273,tobii,HABLA48T_18-1,0.551880704,31,0.4637506,0.551880704, ,1355.666667,3,208.5577458,1355.666667, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,273, , , , , , , , , , , , ,
274,habla,15.2,-9, , ,6/29/16,0,missing,-9,-9,-9,-9,-9,274,tobii,HABLA48T_18-1,0.802631579,6,0.400051936,-9,low # trials,533,1, ,-9,no good acc,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,274, , , , , , , , , , , , ,
276,habla,19.2,-9, , ,2/29/16,1,ws,20,-9,-9,14,0,276,tobii,HABLA48T_18-1,0.53997464,15, ,0.53997464, ,925,2,59.39696962,925, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,276, , , , , , , , , , , , ,
280,habla,18.5,-9, , ,4/7/16,0,ws,18,-9,-9,77,61,280,tobii,HABLA48T_18-1,0.636413462,26,0.38034543,0.636413462, ,934.9090909,11,420.1317542,934.9090909, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,280, , , , , , , , , , , , ,
305,habla,15.7,-9, , ,10/11/16,1,missing,-9,-9,-9,-9,-9,305,tobii,HABLA48T_18-1,-9,-9,-9,-9,tobii script not working. No hand-coding since dropped.,-9,-9,-9,-9,Tobii script not working. No hand-coding since dropped.,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,305, , , , , , , , , , , , ,
315,habla,20.4,-9, , ,5/11/16,1,missing,-9,-9,-9,-9,-9,315,tobii,HABLA48T_18-1,-9,-9,-9,-9,tobii script not working. No hand-coding since dropped.,-9,-9,-9,-9,Tobii script not working. No hand-coding since dropped.,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,315, , , , , , , , , , , , ,
320,habla,15.2,-9, , ,10/23/16,0,missing,-9,-9,-9,-9,-9,320,tobii,HABLA48T_18-1,-9,-9,-9,-9,tobii script not working. No hand-coding since dropped.,-9,-9,-9,-9,Tobii script not working. No hand-coding since dropped.,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,320, , , , , , , , , , , , ,
321,habla,19.6,-9, , ,6/10/16,1,missing,-9,-9,-9,-9,-9,321,tobii,HABLA48T_18-1,-9,-9,-9,-9,tobii script not working. No hand-coding since dropped.,-9,-9,-9,-9,Tobii script not working. No hand-coding since dropped.,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,321, , , , , , , , , , , , ,
319,habla,16,-9, , ,11/24/16,1,ws,16,-9,-9,21,27,319,tobii,HABLA48T_18-1_Clips,0.26683236,7,0.294856979,-9,low # trials,1216.6,5,313.7320513,-9,no good acc,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,319, , , , , , , , , , , , ,
338,habla,17.3,-9, , ,10/24/16,1,ws,17,-9,-9,28,29,338,tobii,HABLA48T_18-1_Clips,-9,-9,-9,-9,not codable,-9,-9,-9,-9,not codable,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,338, , , , , , , , , , , , ,
344,habla,14.9,-9, , ,1/9/17,1,wg,15,193,66,9,38,344,tobii,HABLA48T_18-1_Clips,0.728259938,17,0.288626437,0.728259938, ,859.1111111,9,350.5647032,859.1111111, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,344, , , , , , , , , , , , ,
345,habla,18.2,-9, , ,10/8/16,0,missing,-9,-9,-9,-9,-9,345,tobii,HABLA48T_18-1_Clips,0.537720715,26,0.412534215,0.537720715, ,1163.2,5,434.6506643,1163.2, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,345, , , , , , , , , , , , ,
339,habla,-9,-9, , ,11/4/16,1,missing,-9,-9,-9,-9,-9,339,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,339, , , , , , , , , , , , ,
429,habla,16.2,-9, , ,9/12/17,0,missing,-9,-9,-9,-9,-9,429,none,HABLA48T_18-1_Clips,0.55974026,7,0.450484074,-9,low # trials,975,2,554.3717165,-9,no good acc,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,429, , , , , , , , , , , , ,
2,habla,-9,-9,-9, ,8/7/14,1,missing,-9,-9,-9,-9,-9,2,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,2,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
20,habla,-9,-9,-9, ,8/26/14,1,missing,-9,-9,-9,-9,-9,20,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,20,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
21,habla,-9,-9,-9, ,10/3/14,1,missing,-9,-9,-9,-9,-9,21,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,21,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
25,habla,-9,-9,-9, ,9/25/14,0,missing,-9,-9,-9,-9,-9,25,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,25,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
26,habla,-9,-9,-9, ,9/3/14,0,missing,-9,-9,-9,-9,-9,26,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,26,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
31,habla,-9,-9,-9, ,7/9/14,1,missing,-9,-9,-9,-9,-9,31,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,31,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
32,habla,-9,-9,-9, ,9/5/14,1,missing,-9,-9,-9,-9,-9,32,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,32,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
33,habla,-9,-9,-9, ,8/21/14,1,missing,-9,-9,-9,-9,-9,33,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,33,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
44,habla,-9,-9,-9, ,10/10/14,0,missing,-9,-9,-9,-9,-9,44,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,44,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
46,habla,-9,-9,-9, ,10/20/14,0,missing,-9,-9,-9,-9,-9,46,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,46,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
47,habla,-9,-9,-9, ,6/12/14,0,missing,-9,-9,-9,-9,-9,47,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,47,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
15,habla,-9,-9,-9, ,8/27/14,0,missing,-9,-9,-9,-9,-9,15,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,15,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
36,habla,-9,-9,-9, ,10/12/14,1,missing,-9,-9,-9,-9,-9,36,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,36,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
37,habla,-9,-9,-9, ,7/14/14,0,missing,-9,-9,-9,-9,-9,37,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,37,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
54,habla,-9,-9,-9, ,12/22/14,1,missing,-9,-9,-9,-9,-9,54,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,54,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
63,habla,-9,-9,-9, ,10/9/14,1,missing,-9,-9,-9,-9,-9,63,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,63,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
76,habla,-9,-9,-9, ,8/26/14,0,missing,-9,-9,-9,-9,-9,76,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,76,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
80,habla,-9,-9,-9, ,7/21/14,1,missing,-9,-9,-9,-9,-9,80,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,80,not applicable,not applicable,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
69,habla,19.7,27,40.2, ,12/28/14,0,wg,19,313,80,25,29,69,tobii,HABLA48T_18-1,0.482538146,27,0.427677442,0.482538146, ,800,6,283.7097108,800, ,ws,28,-9,-9,467,70,hand: no Tobii,HABLA48T_25-1,0.56,42,0.379705241,0.562290553, ,1011.928571,14,327.5795768,1011.928571, ,69,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
84,habla,18.6,26.2,38.5, ,1/29/15,0,wg,18,103,12,33,41,84,tobii,HABLA48T_18-1,0.678761154,29,0.344688497,0.678761154, ,1258.5,6,201.9076522,1258.5, ,ws,26,-9,-9,292,54,tobii,HABLA48T_25-1,0.5,26,0.351387625,0.504865148, ,889.4545455,11,326.9080493,889.4545455, ,84,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
88,habla,20.3,-9,-9, ,11/28/14,1,wg,21,412,99,30,20,88,tobii,HABLA48T_18-1,0.692681674,39,0.280595714,0.692681674, ,665.3333333,12,195.2650103,665.3333333, ,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,88,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
96,habla,19.6,27.5,40, ,12/20/14,1,wg,20,232,53,72,75,96,tobii,HABLA48T_18-1,0.629670359,13, ,0.629670359, ,966.6,5,134.9899996,966.6, ,ws,27,-9,-9,304,44,tobii,HABLA48T_25-1,0.77,11,0.275889454,0.765073278, ,823.4,5,296.6931074,823.4, ,96,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
103,habla,19.4,26.2,40, ,1/4/15,0,wg,19,22,0,1,10,103,tobii,HABLA48T_18-1,0.485707192,34,0.324676017,0.485707192, ,1006.25,8,347.880008,1006.25, ,ws,27,-9,-9,16,0,tobii,HABLA48T_25-1,0.57,23,0.40226844,0.565057074, ,974,7,487.7844469,974, ,103,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
104,habla,18.5,26,38.9, ,1/27/15,0,wg,19,171,26,97,83,104,tobii,HABLA48T_18-1,-9,-9,-9,-9,low # trials: hand-coding won't give us 10 trials,-9,-9,-9,-9,no good acc,ws,26,-9,-9,249,48,hand: no Tobii,HABLA48T_25-1,0.64,27,0.316603867,0.641979898, ,878.8181818,11,191.7054085,878.8181818, ,104,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
109,habla,19.1,26.5,39.5, ,1/5/15,0,wg,19,160,24,140,90,109,tobii,HABLA48T_18-1,0.422377075,13,0.298270114,0.422377075, ,961.8571429,7,411.5136403,961.8571429, ,ws,27,-9,-9,355,57,tobii,HABLA48T_25-1,0.72,33, ,0.715222162, ,664.2142857,14,205.7059808,664.2142857, ,109,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
121,habla,17.5,24.7,37.7, ,2/26/15,1,wg,19,130,18,0,5,121,tobii,HABLA48T_18-1,0.624764855,12,0.390243926,0.624764855, ,647.3333333,6,414.0805075,647.3333333, ,ws,26,-9,-9,347,57,tobii,HABLA48T_25-1,0.67,24,0.30493968,0.673917234, ,863.3,10,264.3133872,863.3, ,121,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
132,habla,17.6,24.8,37.6, ,2/27/15,0,wg,18,223,45,67,77,132,tobii,HABLA48T_18-1,0.722596444,10,0.280492033,0.722596444, ,916.6,5,213.112177,916.6, ,ws,26,-9,-9,446,79,tobii,HABLA48T_25-1,0.51,18, ,0.513843622, ,726.1111111,9,160.0729868,726.1111111, ,132,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
133,habla,17.1,24.5,-9, ,3/14/15,0,wg,17,61,9,2,12,133,tobii,HABLA48T_18-1,0.553225919,11,0.343396877,0.553225919, ,691.75,4,241.1049218,691.75, ,ws,25,-9,-9,252,54,hand: no Tobii,HABLA48T_25-1,0.46,20,0.394778643,0.458336731, ,1083.25,4,513.7264999,1083.25, ,133,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
141,habla,19.2,26.5,39.4, ,1/5/15,1,wg,19,196,43,6,13,141,hand: no Tobii,HABLA48T_18-1,0.600605623,13,0.287102207,0.600605623, ,916.5,2,23.33452378,916.5, ,ws,27,-9,-9,525,78,hand: no Tobii,HABLA48T_25-1,0.73,15,0.281677297,0.72870429, ,841.75,4,317.95951,841.75, ,141,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
146,habla,17.3,24.7,37.7, ,3/2/15,0,wg,17,146,28,0,5,146,tobii,HABLA48T_18-1,0.496117545,28,0.299432164,0.496117545, ,855.5,12,335.54176,855.5, ,ws,25,-9,-9,24,0,tobii,HABLA48T_25-1,0.71,40, ,0.712624982, ,629.3809524,21,201.1972853,629.3809524, ,146,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
150,habla,18.6,26.3,38.7, ,1/23/15,1,wg,19,117,16,0,5,150,tobii,HABLA48T_18-1,0.608011081,26,0.448244117,0.608011081, ,1025,2,271.529004,1025, ,ws,27,-9,-9,567,83,tobii,HABLA48T_25-1,0.58,24,0.299764744,0.576971156, ,937,9,256.033201,937, ,150,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
168,habla,17.3,24.3,37.4, ,3/7/15,1,wg,17,340,91,8,17,168,tobii,HABLA48T_18-1,0.688010917,11, ,0.688010917, ,767,2,636.3961031,767, ,ws,25,-9,-9,474,80,hand: not enough trials with Tobii,HABLA48T_25-1,0.630417588,33,0.276182268,0.630417588, ,921.5882353,17,388.5130401,921.5882353, ,168,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
169,habla,19.4,-9,40.2, ,12/27/14,1,wg,20,121,17,21,18,169,hand: no Tobii,HABLA48T_18-1,0.480254903,9,0.47021295,-9,low # trials: originally hand-coded,1266.75,4,550.6495407,-9,no good acc,not applicable,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,169,not in protocol,not in protocol,-9,-9,-9,-9,not in protocol,-9,-9,-9,-9,not in protocol,
87,habla,21,25.3,39.9, ,4/22/15,1,wg,21,346,90,55,49,87,tobii,HABLA48T_18-1,0.565128793,18,0.371070429,0.565128793, ,1068.75,8,348.2448851,1068.75, ,ws,25,-9,-9,290,54,tobii,HABLA48T_25-1,-9,-9,-9,-9,no video,-9,-9,-9,-9,no video,87,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.96,3,0.069282032,-9,low # trials: check if Hand-Coding will help,-9,-9,-9,-9,no good acc: check if Hand-Coding will help,
105,habla,19.3,25.1,40, ,4/21/15,0,wg,20,209,36,43,49,105,tobii,HABLA48T_18-1,0.492329481,39,0.417298263,0.492329481, ,1138.888889,9,391.3669775,1138.888889, ,ws,25,-9,-9,124,26,tobii,HABLA48T_25-1,0.6,37,0.33905926,0.60283269, ,1010.823529,17,401.8082931,1010.823529, ,105,tobii,HABLA40TSPAN_36-1_CL,0.71337309,14,0.238337926,0.71337309, ,790,5,485.4523664,790, ,
111,habla,20.7,26.8,-9, ,4/21/15,1,wg,20,255,65,172,88,111,tobii,HABLA48T_18-1,0.743925659,22,0.21936404,0.743925659, ,770.8333333,12,242.7354839,770.8333333, ,ws,26,-9,-9,402,67,tobii,HABLA48T_25-1,0.7,22,0.276026529,0.696235353, ,674.875,8,299.6466669,674.875, ,111,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
114,habla,18.5,25.2,39.2, ,5/23/15,0,wg,19,114,13,9,14,114,tobii,HABLA48T_18-1,0.599771464,30,0.344906709,0.599771464, ,884.7272727,11,369.2517003,884.7272727, ,ws,25,-9,-9,139,30,tobii,HABLA48T_25-1,0.66,29, ,0.657063306, ,889.5625,16,287.3740811,889.5625, ,114,tobii,HABLA40TSPAN_36-1_CL,0.67038876,24,0.31500643,0.67038876, ,844.9230769,13,445.2225027,844.9230769, ,
116,habla,20.7,25.3,40.7, ,3/23/15,1,wg,21,310,85,236,99,116,hand: not enough trials with Tobii,HABLA48T_18-1,0.788402585,26,0.183816631,0.788402585, ,642.8571429,14,288.6837122,642.8571429, ,ws,27,-9,-9,495,75,tobii,HABLA48T_25-1,0.78,32, ,0.779733585, ,686.3636364,11,89.25611769,686.3636364, ,116,tobii,HABLA40TSPAN_36-1_CL, , , , , , , , , , ,
120,habla,20.4,25.4,40.4, ,3/28/15,0,wg,21,259,68,107,85,120,tobii,HABLA48T_18-1,0.543280219,27,0.401630371,0.543280219, ,806.125,8,386.0360596,806.125, ,ws,25,-9,-9,198,46,hand: no Tobii,HABLA48T_25-1,0.67,32,0.343051653,0.670883505, ,824.1111111,9,271.1528372,824.1111111, ,120,tobii,HABLA40TSPAN_36-1_CL, , , , , , , , , , ,
140,habla,19.8,25.3,44.4, ,4/5/15,1,wg,21,388,95,166,87,140,tobii,HABLA48T_18-1,0.548811049,41,0.394276464,0.548811049, ,1115.25,12,393.0776294,1115.25, ,ws,24,-9,-9,280,59,hand: no Tobii,HABLA48T_25-1,0.68,34,0.290849926,0.679134701, ,743.5384615,13,228.1858217,743.5384615, ,140,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.641263613,8,0.218243577,-9,low # trials: check if Hand-Coding will help,1025,4,145.2331459,-9,no good acc: check if Hand-Coding will help,
145,habla,19.5,25.2,41.5, ,4/17/15,1,wg,21,278,74,163,86,145,tobii,HABLA48T_18-1,0.710235244,16,0.247484079,0.710235244, ,605.5,6,187.0216565,605.5, ,ws,25,-9,-9,410,73,tobii,HABLA48T_25-1,0.77,38,0.20588087,0.773385365, ,547,16,139.9819036,547, ,145,tobii,HABLA40TSPAN_36-1_CL,0.863004187,10,0.176608678,0.863004187, ,677.6666667,3,335.1810456,677.6666667, ,
155,habla,18.7,25.5,40.1, ,5/12/15,0,wg,20,128,15,50,68,155,hand: no Tobii,HABLA48T_18-1,1,1, ,-9,low # trials: originally hand-coded,-9,-9,-9,-9,no good acc,ws,25,-9,-9,224,50,tobii,HABLA48T_25-1,0.71,27,0.263437967,0.706478103, ,885.3529412,17,357.2754437,885.3529412, ,155,tobii,HABLA40TSPAN_36-1_CL,0.581607696,20,0.287637133,0.581607696, ,958.2,10,423.4959793,958.2, ,
157,habla,19.3,25.3,42.6, ,4/23/15,1,wg,20,301,80,246,99,157,tobii,HABLA48T_18-1,0.546070542,13, ,0.546070542, ,975,2,106.0660172,975, ,ws,25,-9,-9,588,91,hand: no Tobii,HABLA48T_25-1,0.59,35,0.286947473,0.587747792, ,781.4444444,9,299.1960524,781.4444444, ,157,tobii,HABLA40TSPAN_36-1_CL,0.70549914,24,0.25320092,0.70549914, ,681.5555556,9,129.2634046,681.5555556, ,
163,habla,18.4,25.4,39, ,5/25/15,1,wg,19,210,46,8,15,163,hand: no Tobii,HABLA48T_18-1,0,1, ,-9,low # trials: originally hand-coded,-9,-9,-9,-9,no good acc,ws,25,-9,-9,187,34,tobii,HABLA48T_25-1,0.59,36, ,0.589529862, ,866.625,16,275.0206962,866.625, ,163,tobii,HABLA40TSPAN_36-1_CL,0.567960599,24,0.264216074,0.567960599, ,966.7,10,262.2717208,966.7, ,
173,habla,19,25.4,40, ,5/4/15,0,wg,20,195,32,37,44,173,hand: no Tobii,HABLA48T_18-1,0.439706717,33,0.307913869,0.439706717, ,747.7142857,7,393.9537681,747.7142857, ,ws,25,-9,-9,133,29,tobii,HABLA48T_18-1,-9,-9,-9,-9,wrong order (18),-9,-9,-9,-9,wrong order (18),173,tobii: check to see if Hand-coding will help,HABLA40TSPAN_36-1_CL,0.742940516,8,0.246253251,-9,low # trials: check if Hand-Coding will help,711,3,151.2051586,-9,no good acc: check if Hand-Coding will help,
180,habla,22.5,27.9,45.4, ,1/24/15,0,wg,22,373,92,104,84,180,tobii,HABLA48T_18-1,0.617340717,11,0.212323915,0.617340717, ,679.25,4,273.5231556,679.25, ,ws,27,-9,-9,590,94,tobii,HABLA48T_25-1,0.6,23,0.373857881,0.59749021, ,725,8,427.7906698,725, ,180,tobii,HABLA40TSPAN_36-1_CL,0.691525159,13,0.189266787,0.691525159, ,1000,5,637.8240353,1000, ,
182,habla,18.3,25.2,39.3, ,5/29/15,1,wg,19,319,87,7,14,182,tobii,HABLA48T_18-1,0.704639351,29,0.338032449,0.704639351, ,616.8,5,253.8428648,616.8, ,ws,25,-9,-9,41,0,tobii,HABLA48T_25-1,0.66,27,0.265246439,0.660315554, ,866.6666667,12,300.2996483,866.6666667, ,182,tobii,HABLA40TSPAN_36-1_CL,0.639502837,19,0.31635533,0.639502837, ,700.2,5,188.2596611,700.2, ,
187,habla,15.5,24.8,32.7, ,12/22/15,1,wg,15,398,99,79,88,187,tobii,HABLA48T_18-1,0.636148412,31,0.37470481,0.636148412, ,850.1666667,6,258.9852634,850.1666667, ,ws,25,-9,-9,510,83,tobii,HABLA47T_25-1_CLIPS,0.68,25,0.261942722,0.683263463, ,858.3333333,12,312.3777822,858.3333333, ,187,tobii,HABLA40TSPAN_36-1_CL,0.758626815,16,0.23102993,0.758626815, ,583.2857143,7,159.420528,583.2857143, ,
188,habla,18.4,25.3,-9, ,9/23/15,0,wg,18,311,80,29,34,188,tobii,HABLA48T_18-1,0.480342467,27,0.416316906,0.480342467, ,1025,6,568.2263633,1025, ,ws,-9,-9,-9,-9,-9,tobii,HABLA48T_25-1,0.54,26, ,0.540805159, ,733.3333333,6,280.0954599,733.3333333, ,188,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,
