SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:15:00,37426,300,1899-12-31 00:00:55,1899-12-31 00:03:07,1899-12-31 00:00:00,1899-12-31 00:00:18,1899-12-31 00:00:40,39,5,32,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:20:00,37726,300,1899-12-31 00:01:18,1899-12-31 00:03:16,1899-12-31 00:00:00,1899-12-31 00:00:11,1899-12-31 00:00:15,46,4,52,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:25:00,38026,300,1899-12-31 00:01:15,1899-12-31 00:03:19,1899-12-31 00:00:00,1899-12-31 00:00:03,1899-12-31 00:00:23,87,6,36,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:30:00,38326,300,1899-12-31 00:02:21,1899-12-31 00:01:51,1899-12-31 00:00:03,1899-12-31 00:00:06,1899-12-31 00:00:39,239,16,40,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:35:00,38626,300,1899-12-31 00:02:54,1899-12-31 00:01:15,1899-12-31 00:00:00,1899-12-31 00:00:11,1899-12-31 00:00:40,183,12,38,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:40:00,38926,300,1899-12-31 00:02:12,1899-12-31 00:01:57,1899-12-31 00:00:00,1899-12-31 00:00:03,1899-12-31 00:00:48,99,5,32,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:45:00,39226,300,1899-12-31 00:00:46,1899-12-31 00:03:28,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31 00:00:45,90,3,10,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:50:00,39526,300,1899-12-31 00:00:49,1899-12-31 00:00:59,1899-12-31 00:00:00,1899-12-31 00:00:04,1899-12-31 00:03:08,8,1,15,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 17:55:00,39826,300,1899-12-31 00:01:48,1899-12-31 00:01:12,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:01:59,66,4,17,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:00:00,40126,300,1899-12-31 00:01:42,1899-12-31 00:02:48,1899-12-31 00:00:00,1899-12-31 00:00:07,1899-12-31 00:00:23,221,10,21,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:05:00,40426,300,1899-12-31 00:02:08,1899-12-31 00:02:21,1899-12-31 00:00:02,1899-12-31 00:00:04,1899-12-31 00:00:25,102,13,47,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:10:00,40726,300,1899-12-31 00:01:30,1899-12-31 00:02:52,1899-12-31 00:00:03,1899-12-31 00:00:21,1899-12-31 00:00:14,62,3,20,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:15:00,41026,300,1899-12-31 00:01:21,1899-12-31 00:02:57,1899-12-31 00:00:01,1899-12-31 00:00:20,1899-12-31 00:00:21,127,3,14,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:20:00,41326,300,1899-12-31 00:01:57,1899-12-31 00:02:42,1899-12-31 00:00:00,1899-12-31 00:00:12,1899-12-31 00:00:09,201,1,7,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:25:00,41626,300,1899-12-31 00:01:49,1899-12-31 00:02:43,1899-12-31 00:00:00,1899-12-31 00:00:12,1899-12-31 00:00:16,139,7,24,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:30:00,41926,300,1899-12-31 00:01:24,1899-12-31 00:02:42,1899-12-31 00:00:01,1899-12-31 00:00:27,1899-12-31 00:00:26,113,7,18,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:35:00,42226,300,1899-12-31 00:01:32,1899-12-31 00:02:52,1899-12-31 00:00:01,1899-12-31 00:00:16,1899-12-31 00:00:19,84,9,36,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:40:00,42526,300,1899-12-31 00:02:07,1899-12-31 00:02:32,1899-12-31 00:00:00,1899-12-31 00:00:16,1899-12-31 00:00:05,213,17,36,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:45:00,42826,300,1899-12-31 00:01:25,1899-12-31 00:02:58,1899-12-31 00:00:00,1899-12-31 00:00:21,1899-12-31 00:00:16,149,5,17,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:50:00,43126,300,1899-12-31 00:01:11,1899-12-31 00:03:03,1899-12-31 00:00:02,1899-12-31 00:00:20,1899-12-31 00:00:24,138,7,17,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 18:55:00,43426,300,1899-12-31 00:02:08,1899-12-31 00:02:26,1899-12-31 00:00:03,1899-12-31 00:00:12,1899-12-31 00:00:11,237,23,51,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:00:00,43726,300,1899-12-31 00:01:29,1899-12-31 00:02:52,1899-12-31 00:00:00,1899-12-31 00:00:18,1899-12-31 00:00:21,117,9,38,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:05:00,44026,300,1899-12-31 00:02:50,1899-12-31 00:01:03,1899-12-31 00:00:00,1899-12-31 00:00:05,1899-12-31 00:01:02,272,21,51,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:10:00,44326,300,1899-12-31 00:00:25,1899-12-31 00:03:19,1899-12-31 00:00:00,1899-12-31 00:00:03,1899-12-31 00:01:13,27,0,6,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:15:00,44626,300,1899-12-31 00:00:44,1899-12-31 00:03:12,1899-12-31 00:00:01,1899-12-31 00:00:09,1899-12-31 00:00:54,18,2,26,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:20:00,44926,300,1899-12-31 00:00:13,1899-12-31 00:03:30,1899-12-31 00:00:01,1899-12-31 00:00:03,1899-12-31 00:01:13,8,0,3,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:25:00,45226,300,1899-12-31 00:00:33,1899-12-31 00:03:27,1899-12-31 00:00:00,1899-12-31 00:00:09,1899-12-31 00:00:51,0,0,7,NA,NA,NA,1,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:30:00,45526,300,1899-12-31 00:00:11,1899-12-31 00:03:46,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:01:01,0,0,10,NA,NA,NA,1,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:35:00,45826,300,1899-12-31 00:01:07,1899-12-31 00:02:20,1899-12-31 00:00:00,1899-12-31 00:00:08,1899-12-31 00:01:25,96,3,10,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:40:00,46126,300,1899-12-31 00:01:08,1899-12-31 00:01:31,1899-12-31 00:00:00,1899-12-31 00:01:38,1899-12-31 00:00:43,244,0,0,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:45:00,46426,300,1899-12-31 00:01:46,1899-12-31 00:01:59,1899-12-31 00:00:02,1899-12-31 00:00:38,1899-12-31 00:00:35,376,7,8,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:50:00,46726,300,1899-12-31 00:01:32,1899-12-31 00:00:38,1899-12-31 00:00:11,1899-12-31 00:00:02,1899-12-31 00:02:37,241,2,3,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 19:55:00,47026,300,1899-12-31 00:02:30,1899-12-31 00:00:48,1899-12-31 00:00:46,1899-12-31 00:00:00,1899-12-31 00:00:56,326,1,1,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:00:00,47326,300,1899-12-31 00:00:04,1899-12-31 00:00:06,1899-12-31 00:02:41,1899-12-31 00:00:07,1899-12-31 00:02:02,7,0,0,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:05:00,47626,300,1899-12-31 00:00:17,1899-12-31 00:00:18,1899-12-31 00:00:09,1899-12-31 00:00:01,1899-12-31 00:04:15,74,0,0,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:10:00,47926,300,1899-12-31 00:00:19,1899-12-31 00:00:10,1899-12-31 00:00:09,1899-12-31 00:00:33,1899-12-31 00:03:49,31,0,0,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:15:00,48226,300,1899-12-31 00:01:40,1899-12-31 00:00:27,1899-12-31 00:00:03,1899-12-31 00:00:04,1899-12-31 00:02:46,275,2,2,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:20:00,48526,300,1899-12-31 00:01:06,1899-12-31 00:00:56,1899-12-31 00:00:11,1899-12-31 00:00:00,1899-12-31 00:02:47,136,2,2,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:25:00,48826,300,1899-12-31 00:02:05,1899-12-31 00:01:17,1899-12-31 00:00:32,1899-12-31 00:00:00,1899-12-31 00:01:06,160,0,1,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:30:00,49126,300,1899-12-31 00:01:56,1899-12-31 00:00:56,1899-12-31 00:00:27,1899-12-31 00:00:01,1899-12-31 00:01:40,264,1,2,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:35:00,49426,300,1899-12-31 00:01:28,1899-12-31 00:00:46,1899-12-31 00:00:54,1899-12-31 00:00:04,1899-12-31 00:01:48,276,0,0,NA,NA,NA,NA,NA
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:40:00,49726,300,1899-12-31 00:00:21,1899-12-31 00:00:00,1899-12-31 00:00:58,1899-12-31 00:00:00,1899-12-31 00:03:41,41,0,0,NA,NA,NA,NA,1
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:45:00,50026,300,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31 00:04:59,0,0,0,NA,NA,NA,1,1
266,2016-02-08,19m; 7d,M,2017-09-15,1899-12-31 20:50:00,50326,103,1899-12-31 00:00:01,1899-12-31 00:00:07,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31 00:01:33,0,0,0,NA,NA,NA,1,1
271,2016-01-04,20m; 28d,M,2017-10-02,1899-12-31 10:40:00,0,15,1899-12-31 00:00:14,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:01,57,0,0,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:20:00,15,275,1899-12-31 00:01:13,1899-12-31 00:02:11,1899-12-31 00:00:03,1899-12-31 00:00:01,1899-12-31 00:01:07,181,8,17,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:25:00,290,300,1899-12-31 00:02:38,1899-12-31 00:02:07,1899-12-31 00:00:07,1899-12-31 00:00:03,1899-12-31 00:00:05,362,20,41,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:30:00,590,300,1899-12-31 00:02:17,1899-12-31 00:02:08,1899-12-31 00:00:01,1899-12-31 00:00:01,1899-12-31 00:00:33,416,3,13,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:35:00,890,300,1899-12-31 00:01:07,1899-12-31 00:02:04,1899-12-31 00:00:11,1899-12-31 00:00:04,1899-12-31 00:01:34,28,2,27,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:40:00,1190,300,1899-12-31 00:01:27,1899-12-31 00:01:29,1899-12-31 00:00:05,1899-12-31 00:00:00,1899-12-31 00:01:59,13,3,32,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:45:00,1490,300,1899-12-31 00:01:36,1899-12-31 00:01:34,1899-12-31 00:00:02,1899-12-31 00:00:08,1899-12-31 00:01:40,95,13,48,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:50:00,1790,300,1899-12-31 00:01:34,1899-12-31 00:01:32,1899-12-31 00:00:01,1899-12-31 00:00:07,1899-12-31 00:01:46,57,6,43,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 09:55:00,2090,300,1899-12-31 00:00:34,1899-12-31 00:04:08,1899-12-31 00:00:00,1899-12-31 00:00:07,1899-12-31 00:00:11,2,1,15,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 10:00:00,2390,300,1899-12-31 00:01:31,1899-12-31 00:03:00,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:00:28,22,2,36,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 10:05:00,2690,300,1899-12-31 00:00:48,1899-12-31 00:01:43,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:02:29,29,3,33,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 10:10:00,2990,300,1899-12-31 00:01:04,1899-12-31 00:00:36,1899-12-31 00:00:08,1899-12-31 00:00:00,1899-12-31 00:03:12,26,1,25,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 10:15:00,3290,300,1899-12-31 00:01:06,1899-12-31 00:01:11,1899-12-31 00:00:00,1899-12-31 00:00:07,1899-12-31 00:02:36,16,0,30,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 10:20:00,3590,109,1899-12-31 00:00:31,1899-12-31 00:01:08,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:00:09,19,0,2,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 12:25:00,3699,120,1899-12-31 00:00:52,1899-12-31 00:00:49,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:19,79,2,5,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 12:30:00,3819,300,1899-12-31 00:03:02,1899-12-31 00:01:29,1899-12-31 00:00:01,1899-12-31 00:00:02,1899-12-31 00:00:26,479,7,9,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 12:35:00,4119,300,1899-12-31 00:03:06,1899-12-31 00:01:32,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:22,508,2,3,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 12:40:00,4419,300,1899-12-31 00:03:06,1899-12-31 00:01:45,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31 00:00:08,469,17,24,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 12:45:00,4719,300,1899-12-31 00:03:48,1899-12-31 00:01:06,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:00:05,521,25,44,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 12:50:00,5019,300,1899-12-31 00:02:40,1899-12-31 00:01:52,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31 00:00:26,388,18,31,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 12:55:00,5319,300,1899-12-31 00:03:15,1899-12-31 00:01:40,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31 00:00:04,405,28,70,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:00:00,5619,300,1899-12-31 00:03:23,1899-12-31 00:01:26,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:11,608,13,21,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:05:00,5919,300,1899-12-31 00:03:18,1899-12-31 00:01:17,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:25,580,16,22,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:10:00,6219,300,1899-12-31 00:02:57,1899-12-31 00:01:32,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:00:30,430,23,34,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:15:00,6519,300,1899-12-31 00:01:13,1899-12-31 00:03:26,1899-12-31 00:00:03,1899-12-31 00:00:00,1899-12-31 00:00:18,131,6,10,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:20:00,6819,300,1899-12-31 00:01:29,1899-12-31 00:02:38,1899-12-31 00:00:02,1899-12-31 00:00:03,1899-12-31 00:00:48,152,6,21,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:25:00,7119,300,1899-12-31 00:01:39,1899-12-31 00:02:05,1899-12-31 00:00:03,1899-12-31 00:00:00,1899-12-31 00:01:13,241,1,5,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:30:00,7419,280,1899-12-31 00:02:24,1899-12-31 00:01:48,1899-12-31 00:00:04,1899-12-31 00:00:01,1899-12-31 00:00:23,277,8,14,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:45:00,7699,72,1899-12-31 00:00:40,1899-12-31 00:00:28,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:00:03,28,4,14,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:50:00,7771,300,1899-12-31 00:02:44,1899-12-31 00:01:12,1899-12-31 00:00:04,1899-12-31 00:00:00,1899-12-31 00:01:00,395,11,16,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 13:55:00,8071,300,1899-12-31 00:03:41,1899-12-31 00:01:00,1899-12-31 00:00:03,1899-12-31 00:00:01,1899-12-31 00:00:15,518,8,20,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:00:00,8371,300,1899-12-31 00:02:45,1899-12-31 00:01:00,1899-12-31 00:00:02,1899-12-31 00:00:01,1899-12-31 00:01:12,279,6,21,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:05:00,8671,300,1899-12-31 00:02:29,1899-12-31 00:00:39,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:01:51,271,9,21,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:10:00,8971,300,1899-12-31 00:00:28,1899-12-31 00:00:36,1899-12-31 00:00:01,1899-12-31 00:00:03,1899-12-31 00:03:52,28,2,7,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:15:00,9271,300,1899-12-31 00:02:47,1899-12-31 00:00:41,1899-12-31 00:00:00,1899-12-31 00:00:03,1899-12-31 00:01:29,374,13,35,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:20:00,9571,300,1899-12-31 00:02:23,1899-12-31 00:00:09,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:02:27,461,16,24,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:25:00,9871,300,1899-12-31 00:03:43,1899-12-31 00:00:23,1899-12-31 00:00:00,1899-12-31 00:00:03,1899-12-31 00:00:51,623,39,74,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:30:00,10171,300,1899-12-31 00:02:02,1899-12-31 00:00:39,1899-12-31 00:00:00,1899-12-31 00:00:01,1899-12-31 00:02:18,188,10,25,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:35:00,10471,300,1899-12-31 00:02:14,1899-12-31 00:00:42,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:02:04,229,5,21,NA,NA,NA,NA,NA
271,2016-01-04,21m; 5d,M,2017-10-09,1899-12-31 14:40:00,10771,18,1899-12-31 00:00:07,1899-12-31 00:00:11,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:00,19,0,0,NA,NA,NA,NA,NA
272,2016-04-29,17m; 3d,M,2017-10-02,1899-12-31 14:45:00,0,12,1899-12-31 00:00:09,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:01,39,0,0,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:20:00,12,95,1899-12-31 00:01:16,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:18,286,2,2,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:25:00,107,300,1899-12-31 00:02:51,1899-12-31 00:00:22,1899-12-31 00:00:00,1899-12-31 00:00:05,1899-12-31 00:01:42,610,11,13,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:30:00,407,300,1899-12-31 00:01:25,1899-12-31 00:00:41,1899-12-31 00:00:00,1899-12-31 00:01:18,1899-12-31 00:01:36,254,9,24,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:35:00,707,300,1899-12-31 00:03:30,1899-12-31 00:00:40,1899-12-31 00:00:00,1899-12-31 00:00:14,1899-12-31 00:00:36,171,9,25,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:40:00,1007,300,1899-12-31 00:00:57,1899-12-31 00:00:13,1899-12-31 00:00:01,1899-12-31 00:00:19,1899-12-31 00:03:30,162,6,7,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:45:00,1307,300,1899-12-31 00:00:48,1899-12-31 00:00:30,1899-12-31 00:00:00,1899-12-31 00:00:57,1899-12-31 00:02:45,108,7,15,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:50:00,1607,300,1899-12-31 00:00:17,1899-12-31 00:01:17,1899-12-31 00:00:00,1899-12-31 00:00:08,1899-12-31 00:03:18,12,1,13,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 11:55:00,1907,300,1899-12-31 00:00:12,1899-12-31 00:00:59,1899-12-31 00:00:01,1899-12-31 00:00:33,1899-12-31 00:03:15,23,1,6,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:00:00,2207,300,1899-12-31 00:00:04,1899-12-31 00:00:12,1899-12-31 00:04:41,1899-12-31 00:00:00,1899-12-31 00:00:03,11,0,3,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:05:00,2507,300,1899-12-31 00:00:03,1899-12-31 00:00:16,1899-12-31 00:04:19,1899-12-31 00:00:00,1899-12-31 00:00:22,8,0,0,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:10:00,2807,300,1899-12-31 00:00:12,1899-12-31 00:00:14,1899-12-31 00:04:15,1899-12-31 00:00:00,1899-12-31 00:00:19,35,0,1,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:15:00,3107,300,1899-12-31 00:00:14,1899-12-31 00:00:11,1899-12-31 00:03:55,1899-12-31 00:00:02,1899-12-31 00:00:38,37,1,5,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:20:00,3407,300,1899-12-31 00:00:09,1899-12-31 00:00:39,1899-12-31 00:02:41,1899-12-31 00:00:01,1899-12-31 00:01:30,0,0,9,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:25:00,3707,300,1899-12-31 00:00:01,1899-12-31 00:00:43,1899-12-31 00:03:04,1899-12-31 00:00:00,1899-12-31 00:01:12,2,0,1,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:30:00,4007,300,1899-12-31 00:01:07,1899-12-31 00:00:34,1899-12-31 00:01:08,1899-12-31 00:00:04,1899-12-31 00:02:07,158,5,16,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:35:00,4307,300,1899-12-31 00:00:24,1899-12-31 00:00:47,1899-12-31 00:00:03,1899-12-31 00:00:15,1899-12-31 00:03:31,71,2,3,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:40:00,4607,300,1899-12-31 00:00:28,1899-12-31 00:00:42,1899-12-31 00:00:00,1899-12-31 00:00:18,1899-12-31 00:03:32,3,0,21,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:45:00,4907,300,1899-12-31 00:00:40,1899-12-31 00:00:14,1899-12-31 00:00:00,1899-12-31 00:00:32,1899-12-31 00:03:34,61,4,18,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:50:00,5207,300,1899-12-31 00:00:15,1899-12-31 00:00:14,1899-12-31 00:00:00,1899-12-31 00:00:25,1899-12-31 00:04:06,0,0,7,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 12:55:00,5507,300,1899-12-31 00:00:19,1899-12-31 00:00:20,1899-12-31 00:00:00,1899-12-31 00:00:13,1899-12-31 00:04:08,24,1,11,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 13:00:00,5807,300,1899-12-31 00:00:47,1899-12-31 00:00:16,1899-12-31 00:00:00,1899-12-31 00:00:11,1899-12-31 00:03:46,28,2,19,NA,NA,NA,NA,NA
272,2016-04-29,17m; 19d,M,2017-10-18,1899-12-31 13:05:00,6107,300,1899-12-31 00:01:15,1899-12-31 00:01:16,1899-12-31 00:00:00,1899-12-31 00:00:07,1899-12-31 00:02:22,100,5,7,NA,NA,NA,NA,NA
