SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep
187,2015-12-22,14m; 20d,F,2017-03-14,12.35,0,5,1462.0000578703705,1462.0000115740741,1462.0000115740741,1904-01-01T00:00:00Z,1462,16,0,0,1,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,09.35,34356,300,1899-12-31 00:00:02,1899-12-31 00:04:57,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:00:00,0,0,2,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,09.40,34656,300,1899-12-31 00:00:12,1899-12-31 00:04:47,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:00:00,7,0,7,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,09.45,34956,300,1899-12-31 00:00:16,1899-12-31 00:04:42,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:00:01,5,1,8,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,09.50,35256,300,1899-12-31 00:00:20,1899-12-31 00:04:35,1899-12-31 00:00:00,1899-12-31T00:00:02Z,1899-12-31 00:00:03,37,0,9,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,09.55,35556,300,1899-12-31 00:00:07,1899-12-31 00:04:52,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:00:01,7,0,2,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.00,35856,300,1899-12-31 00:00:10,1899-12-31 00:03:55,1899-12-31 00:00:00,1899-12-31T00:00:14Z,1899-12-31 00:00:41,12,1,6,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.05,36156,300,1899-12-31 00:00:18,1899-12-31 00:04:38,1899-12-31 00:00:00,1899-12-31T00:00:06Z,1899-12-31 00:00:00,7,0,17,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.10,36456,300,1899-12-31 00:00:11,1899-12-31 00:03:40,1899-12-31 00:00:00,1899-12-31T00:00:59Z,1899-12-31 00:00:10,28,1,5,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.15,36756,300,1899-12-31 00:00:22,1899-12-31 00:03:52,1899-12-31 00:00:00,1899-12-31T00:00:04Z,1899-12-31 00:00:42,42,1,7,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.20,37056,300,1899-12-31 00:00:18,1899-12-31 00:02:39,1899-12-31 00:00:00,1899-12-31T00:00:08Z,1899-12-31 00:01:55,11,2,10,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.25,37356,300,1899-12-31 00:00:26,1899-12-31 00:02:26,1899-12-31 00:00:03,1899-12-31T00:00:02Z,1899-12-31 00:02:03,20,2,20,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.30,37656,300,1899-12-31 00:00:09,1899-12-31 00:02:12,1899-12-31 00:00:07,1899-12-31T00:00:01Z,1899-12-31 00:02:31,0,0,1,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.35,37956,300,1899-12-31 00:00:07,1899-12-31 00:01:22,1899-12-31 00:00:08,1899-12-31T00:00:00Z,1899-12-31 00:03:23,5,0,0,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.40,38256,300,1899-12-31 00:00:12,1899-12-31 00:01:10,1899-12-31 00:00:06,1899-12-31T00:00:00Z,1899-12-31 00:03:32,5,0,3,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.45,38556,300,1899-12-31 00:00:02,1899-12-31 00:00:22,1899-12-31 00:00:04,1899-12-31T00:00:00Z,1899-12-31 00:04:32,0,0,0,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.50,38856,300,1899-12-31 00:00:06,1899-12-31 00:01:26,1899-12-31 00:00:12,1899-12-31T00:00:03Z,1899-12-31 00:03:13,10,1,3,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,10.55,39156,300,1899-12-31 00:00:19,1899-12-31 00:01:33,1899-12-31 00:00:03,1899-12-31T00:00:01Z,1899-12-31 00:03:04,26,2,10,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.00,39456,300,1899-12-31 00:01:01,1899-12-31 00:02:07,1899-12-31 00:00:02,1899-12-31T00:00:03Z,1899-12-31 00:01:47,42,0,19,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.05,39756,300,1899-12-31 00:00:36,1899-12-31 00:02:28,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:01:55,66,5,15,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.10,40056,300,1899-12-31 00:00:13,1899-12-31 00:02:00,1899-12-31 00:00:11,1899-12-31T00:00:05Z,1899-12-31 00:02:31,0,1,8,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.15,40356,300,1899-12-31 00:00:20,1899-12-31 00:02:07,1899-12-31 00:00:15,1899-12-31T00:00:03Z,1899-12-31 00:02:15,29,1,3,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.20,40656,300,1899-12-31 00:00:24,1899-12-31 00:02:03,1899-12-31 00:00:06,1899-12-31T00:00:01Z,1899-12-31 00:02:26,29,1,11,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.25,40956,300,1899-12-31 00:00:20,1899-12-31 00:02:59,1899-12-31 00:00:00,1899-12-31T00:00:14Z,1899-12-31 00:01:27,33,3,10,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.30,41256,300,1899-12-31 00:00:20,1899-12-31 00:03:22,1899-12-31 00:00:00,1899-12-31T00:00:22Z,1899-12-31 00:00:56,3,1,7,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.35,41556,300,1899-12-31 00:00:22,1899-12-31 00:01:58,1899-12-31 00:00:00,1899-12-31T00:00:17Z,1899-12-31 00:02:23,15,1,15,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.40,41856,300,1899-12-31 00:00:16,1899-12-31 00:01:30,1899-12-31 00:00:01,1899-12-31T00:00:11Z,1899-12-31 00:03:02,1,0,17,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.45,42156,300,1899-12-31 00:00:07,1899-12-31 00:01:36,1899-12-31 00:00:00,1899-12-31T00:00:03Z,1899-12-31 00:03:14,1,0,9,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.50,42456,300,1899-12-31 00:00:26,1899-12-31 00:02:51,1899-12-31 00:00:00,1899-12-31T00:00:11Z,1899-12-31 00:01:32,2,1,13,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,11.55,42756,300,1899-12-31 00:00:43,1899-12-31 00:02:22,1899-12-31 00:00:00,1899-12-31T00:00:03Z,1899-12-31 00:01:52,26,0,9,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,12.00,43056,300,1899-12-31 00:01:00,1899-12-31 00:01:39,1899-12-31 00:00:02,1899-12-31T00:00:00Z,1899-12-31 00:02:19,84,5,16,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,12.05,43356,300,1899-12-31 00:00:06,1899-12-31 00:01:04,1899-12-31 00:00:01,1899-12-31T00:00:01Z,1899-12-31 00:03:48,3,0,9,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,12.10,43656,300,1899-12-31 00:00:03,1899-12-31 00:02:05,1899-12-31 00:00:01,1899-12-31T00:00:05Z,1899-12-31 00:02:46,0,0,5,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,12.15,43956,300,1899-12-31 00:00:25,1899-12-31 00:01:41,1899-12-31 00:00:01,1899-12-31T00:00:04Z,1899-12-31 00:02:49,5,0,10,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,12.20,44256,300,1899-12-31 00:00:08,1899-12-31 00:02:21,1899-12-31 00:00:00,1899-12-31T00:00:11Z,1899-12-31 00:02:20,0,0,5,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,12.25,44556,300,1899-12-31 00:00:03,1899-12-31 00:00:24,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:33,5,0,0,0,0,0,0,1
193,2015-08-30,19m; 10d,F,2017-04-09,12.30,44856,300,1899-12-31 00:00:01,1899-12-31 00:00:22,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:37,1,0,0,0,0,0,0,1
193,2015-08-30,19m; 10d,F,2017-04-09,12.35,45156,300,1899-12-31 00:00:00,1899-12-31 00:00:14,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:46,0,0,0,0,0,0,1,1
193,2015-08-30,19m; 10d,F,2017-04-09,12.40,45456,300,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:58,0,0,0,0,0,0,1,1
193,2015-08-30,19m; 10d,F,2017-04-09,12.45,45756,300,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:58,0,0,1,0,0,0,1,1
193,2015-08-30,19m; 10d,F,2017-04-09,12.50,46056,300,1899-12-31 00:00:05,1899-12-31 00:00:55,1899-12-31 00:00:00,1899-12-31T00:00:06Z,1899-12-31 00:03:54,0,0,1,0,0,0,1,1
193,2015-08-30,19m; 10d,F,2017-04-09,12.55,46356,300,1899-12-31 00:00:09,1899-12-31 00:01:39,1899-12-31 00:00:00,1899-12-31T00:00:08Z,1899-12-31 00:03:04,5,1,6,0,0,0,0,1
193,2015-08-30,19m; 10d,F,2017-04-09,13.00,46656,300,1899-12-31 00:00:05,1899-12-31 00:00:49,1899-12-31 00:00:00,1899-12-31T00:00:14Z,1899-12-31 00:03:52,0,0,3,0,0,0,1,1
193,2015-08-30,19m; 10d,F,2017-04-09,13.05,46956,300,1899-12-31 00:00:00,1899-12-31 00:00:12,1899-12-31 00:00:00,1899-12-31T00:00:02Z,1899-12-31 00:04:46,0,0,0,0,0,0,1,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.10,47256,300,1899-12-31 00:00:11,1899-12-31 00:00:21,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:04:27,0,0,8,0,0,0,1,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.15,47556,300,1899-12-31 00:01:08,1899-12-31 00:00:21,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:03:30,12,2,56,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.20,47856,300,1899-12-31 00:00:36,1899-12-31 00:00:47,1899-12-31 00:00:03,1899-12-31T00:00:00Z,1899-12-31 00:03:34,1,1,28,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.25,48156,300,1899-12-31 00:00:17,1899-12-31 00:00:10,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:33,0,0,17,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.30,48456,300,1899-12-31 00:00:03,1899-12-31 00:00:29,1899-12-31 00:00:03,1899-12-31T00:00:02Z,1899-12-31 00:04:23,0,0,2,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.35,48756,300,1899-12-31 00:00:24,1899-12-31 00:01:11,1899-12-31 00:00:00,1899-12-31T00:00:05Z,1899-12-31 00:03:20,29,4,17,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.40,49056,300,1899-12-31 00:00:54,1899-12-31 00:01:02,1899-12-31 00:00:00,1899-12-31T00:00:02Z,1899-12-31 00:03:02,108,9,16,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.45,49356,300,1899-12-31 00:00:18,1899-12-31 00:00:31,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:04:10,31,3,11,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.50,49656,300,1899-12-31 00:00:20,1899-12-31 00:01:27,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:03:13,58,2,6,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,13.55,49956,300,1899-12-31 00:00:32,1899-12-31 00:02:35,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:01:52,21,2,21,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.00,50256,300,1899-12-31 00:00:15,1899-12-31 00:03:43,1899-12-31 00:00:01,1899-12-31T00:00:06Z,1899-12-31 00:00:55,11,0,13,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.05,50556,300,1899-12-31 00:00:16,1899-12-31 00:04:10,1899-12-31 00:00:03,1899-12-31T00:00:06Z,1899-12-31 00:00:25,14,1,14,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.10,50856,300,1899-12-31 00:00:18,1899-12-31 00:04:38,1899-12-31 00:00:01,1899-12-31T00:00:02Z,1899-12-31 00:00:01,47,0,3,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.15,51156,300,1899-12-31 00:00:09,1899-12-31 00:04:35,1899-12-31 00:00:00,1899-12-31T00:00:14Z,1899-12-31 00:00:02,0,0,5,0,0,0,1,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.20,51456,300,1899-12-31 00:00:11,1899-12-31 00:04:36,1899-12-31 00:00:00,1899-12-31T00:00:13Z,1899-12-31 00:00:00,0,0,3,0,0,0,1,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.25,51756,300,1899-12-31 00:00:25,1899-12-31 00:04:28,1899-12-31 00:00:00,1899-12-31T00:00:04Z,1899-12-31 00:00:03,6,0,8,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.30,52056,300,1899-12-31 00:00:06,1899-12-31 00:04:33,1899-12-31 00:00:02,1899-12-31T00:00:14Z,1899-12-31 00:00:05,6,0,1,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.35,52356,300,1899-12-31 00:00:19,1899-12-31 00:04:32,1899-12-31 00:00:01,1899-12-31T00:00:07Z,1899-12-31 00:00:01,39,2,8,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.40,52656,300,1899-12-31 00:00:06,1899-12-31 00:04:29,1899-12-31 00:00:02,1899-12-31T00:00:03Z,1899-12-31 00:00:20,19,0,3,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.45,52956,300,1899-12-31 00:00:02,1899-12-31 00:03:37,1899-12-31 00:00:04,1899-12-31T00:00:13Z,1899-12-31 00:01:04,4,0,1,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.50,53256,300,1899-12-31 00:00:13,1899-12-31 00:03:08,1899-12-31 00:00:00,1899-12-31T00:00:03Z,1899-12-31 00:01:36,11,1,11,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,14.55,53556,300,1899-12-31 00:00:11,1899-12-31 00:04:46,1899-12-31 00:00:00,1899-12-31T00:00:02Z,1899-12-31 00:00:01,16,0,9,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.00,53856,300,1899-12-31 00:00:12,1899-12-31 00:04:46,1899-12-31 00:00:02,1899-12-31T00:00:00Z,1899-12-31 00:00:00,25,1,7,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.05,54156,300,1899-12-31 00:00:19,1899-12-31 00:04:27,1899-12-31 00:00:00,1899-12-31T00:00:10Z,1899-12-31 00:00:04,5,1,12,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.10,54456,300,1899-12-31 00:00:10,1899-12-31 00:04:38,1899-12-31 00:00:00,1899-12-31T00:00:09Z,1899-12-31 00:00:03,10,0,9,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.15,54756,300,1899-12-31 00:00:13,1899-12-31 00:04:28,1899-12-31 00:00:00,1899-12-31T00:00:07Z,1899-12-31 00:00:12,11,0,7,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.20,55056,300,1899-12-31 00:00:18,1899-12-31 00:03:52,1899-12-31 00:00:01,1899-12-31T00:00:25Z,1899-12-31 00:00:24,75,2,5,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.25,55356,300,1899-12-31 00:00:21,1899-12-31 00:04:24,1899-12-31 00:00:01,1899-12-31T00:00:04Z,1899-12-31 00:00:10,74,0,5,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.30,55656,300,1899-12-31 00:00:02,1899-12-31 00:04:19,1899-12-31 00:00:00,1899-12-31T00:00:11Z,1899-12-31 00:00:28,0,0,1,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.35,55956,300,1899-12-31 00:00:02,1899-12-31 00:04:46,1899-12-31 00:00:00,1899-12-31T00:00:12Z,1899-12-31 00:00:00,4,0,1,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.40,56256,300,1899-12-31 00:00:01,1899-12-31 00:04:05,1899-12-31 00:00:00,1899-12-31T00:00:14Z,1899-12-31 00:00:40,0,0,2,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.45,56556,300,1899-12-31 00:00:26,1899-12-31 00:01:39,1899-12-31 00:01:37,1899-12-31T00:00:14Z,1899-12-31 00:01:04,55,2,10,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.50,56856,300,1899-12-31 00:00:05,1899-12-31 00:00:53,1899-12-31 00:03:30,1899-12-31T00:00:03Z,1899-12-31 00:00:29,4,0,5,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,15.55,57156,300,1899-12-31 00:00:17,1899-12-31 00:02:09,1899-12-31 00:00:00,1899-12-31T00:00:06Z,1899-12-31 00:02:28,28,2,10,0,0,0,0,0
193,2015-08-30,19m; 10d,F,2017-04-09,16.00,57456,132,1899-12-31 00:00:16,1899-12-31 00:00:43,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:01:12,19,0,11,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,09.35,0,20,1899-12-31 00:00:01,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:00:17,4,0,0,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,09.40,20,300,1899-12-31 00:01:06,1899-12-31 00:00:39,1899-12-31 00:00:00,1899-12-31T00:00:09Z,1899-12-31 00:03:06,94,3,31,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,09.45,320,300,1899-12-31 00:00:48,1899-12-31 00:01:01,1899-12-31 00:00:00,1899-12-31T00:00:02Z,1899-12-31 00:03:09,102,5,25,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,09.50,620,300,1899-12-31 00:00:34,1899-12-31 00:01:14,1899-12-31 00:00:02,1899-12-31T00:00:04Z,1899-12-31 00:03:06,75,5,14,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,09.55,920,300,1899-12-31 00:00:47,1899-12-31 00:01:01,1899-12-31 00:00:01,1899-12-31T00:00:20Z,1899-12-31 00:02:51,31,4,24,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.00,1220,300,1899-12-31 00:00:12,1899-12-31 00:00:57,1899-12-31 00:01:09,1899-12-31T00:00:02Z,1899-12-31 00:02:40,0,0,4,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.05,1520,300,1899-12-31 00:01:17,1899-12-31 00:01:54,1899-12-31 00:00:08,1899-12-31T00:00:04Z,1899-12-31 00:01:37,189,9,18,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.10,1820,300,1899-12-31 00:00:53,1899-12-31 00:03:12,1899-12-31 00:00:04,1899-12-31T00:00:22Z,1899-12-31 00:00:29,162,3,5,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.15,2120,300,1899-12-31 00:02:59,1899-12-31 00:01:05,1899-12-31 00:00:00,1899-12-31T00:00:04Z,1899-12-31 00:00:52,206,3,4,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.20,2420,300,1899-12-31 00:02:23,1899-12-31 00:00:20,1899-12-31 00:00:00,1899-12-31T00:00:02Z,1899-12-31 00:02:15,377,22,34,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.25,2720,300,1899-12-31 00:01:32,1899-12-31 00:00:28,1899-12-31 00:00:00,1899-12-31T00:00:02Z,1899-12-31 00:02:58,193,17,40,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.30,3020,300,1899-12-31 00:00:43,1899-12-31 00:00:41,1899-12-31 00:00:00,1899-12-31T00:00:03Z,1899-12-31 00:03:33,72,7,26,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.35,3320,300,1899-12-31 00:00:28,1899-12-31 00:00:17,1899-12-31 00:00:00,1899-12-31T00:00:04Z,1899-12-31 00:04:11,44,5,23,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.40,3620,300,1899-12-31 00:00:39,1899-12-31 00:00:47,1899-12-31 00:00:00,1899-12-31T00:00:09Z,1899-12-31 00:03:25,41,2,18,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.45,3920,300,1899-12-31 00:01:35,1899-12-31 00:00:51,1899-12-31 00:00:00,1899-12-31T00:00:19Z,1899-12-31 00:02:15,42,5,54,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.50,4220,300,1899-12-31 00:02:28,1899-12-31 00:00:46,1899-12-31 00:00:00,1899-12-31T00:00:18Z,1899-12-31 00:01:28,87,2,11,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,10.55,4520,300,1899-12-31 00:00:33,1899-12-31 00:00:55,1899-12-31 00:00:00,1899-12-31T00:00:04Z,1899-12-31 00:03:28,84,4,10,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.00,4820,300,1899-12-31 00:00:30,1899-12-31 00:00:54,1899-12-31 00:00:00,1899-12-31T00:00:16Z,1899-12-31 00:03:20,59,3,9,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.05,5120,300,1899-12-31 00:00:45,1899-12-31 00:01:11,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:03:03,67,3,14,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.10,5420,300,1899-12-31 00:00:59,1899-12-31 00:00:50,1899-12-31 00:00:00,1899-12-31T00:01:48Z,1899-12-31 00:01:23,107,3,18,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.15,5720,300,1899-12-31 00:01:20,1899-12-31 00:01:16,1899-12-31 00:00:01,1899-12-31T00:00:04Z,1899-12-31 00:02:19,76,3,13,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.20,6020,300,1899-12-31 00:00:32,1899-12-31 00:00:27,1899-12-31 00:00:01,1899-12-31T00:00:17Z,1899-12-31 00:03:43,3,1,24,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.25,6320,300,1899-12-31 00:02:02,1899-12-31 00:00:54,1899-12-31 00:00:00,1899-12-31T00:00:07Z,1899-12-31 00:01:57,58,5,53,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.30,6620,300,1899-12-31 00:01:18,1899-12-31 00:00:54,1899-12-31 00:00:00,1899-12-31T00:01:53Z,1899-12-31 00:00:55,118,8,23,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.35,6920,300,1899-12-31 00:01:29,1899-12-31 00:01:33,1899-12-31 00:00:00,1899-12-31T00:00:41Z,1899-12-31 00:01:17,126,13,40,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.40,7220,300,1899-12-31 00:00:54,1899-12-31 00:01:53,1899-12-31 00:00:00,1899-12-31T00:00:10Z,1899-12-31 00:02:03,27,6,25,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.45,7520,300,1899-12-31 00:01:38,1899-12-31 00:01:06,1899-12-31 00:00:00,1899-12-31T00:00:33Z,1899-12-31 00:01:43,195,13,33,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.50,7820,300,1899-12-31 00:01:51,1899-12-31 00:01:23,1899-12-31 00:00:00,1899-12-31T00:00:04Z,1899-12-31 00:01:42,264,15,26,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,11.55,8120,300,1899-12-31 00:01:27,1899-12-31 00:00:47,1899-12-31 00:00:26,1899-12-31T00:00:04Z,1899-12-31 00:02:16,156,7,27,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,12.00,8420,300,1899-12-31 00:01:20,1899-12-31 00:00:50,1899-12-31 00:00:01,1899-12-31T00:00:18Z,1899-12-31 00:02:31,89,8,21,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,12.05,8720,300,1899-12-31 00:01:20,1899-12-31 00:00:31,1899-12-31 00:00:06,1899-12-31T00:00:11Z,1899-12-31 00:02:52,29,1,15,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,12.10,9020,300,1899-12-31 00:00:36,1899-12-31 00:00:26,1899-12-31 00:00:00,1899-12-31T00:00:20Z,1899-12-31 00:03:38,50,8,19,0,0,0,0,1
196,2015-08-15,19m; 7d,F,2017-03-22,12.15,9320,300,1899-12-31 00:00:02,1899-12-31 00:00:12,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:46,0,0,1,0,0,0,1,1
196,2015-08-15,19m; 7d,F,2017-03-22,12.20,9620,300,1899-12-31 00:00:00,1899-12-31 00:00:05,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:55,0,0,0,0,0,0,1,1
196,2015-08-15,19m; 7d,F,2017-03-22,12.25,9920,245,1899-12-31 00:00:01,1899-12-31 00:00:08,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:03:55,0,0,0,0,0,0,1,1
196,2015-08-15,19m; 7d,F,2017-03-22,13.40,10165,284,1899-12-31 00:02:14,1899-12-31 00:00:25,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:02:04,270,18,29,0,0,0,0,0
196,2015-08-15,19m; 7d,F,2017-03-22,13.45,10449,300,1899-12-31 00:00:19,1899-12-31 00:00:01,1899-12-31 00:00:00,1899-12-31T00:00:01Z,1899-12-31 00:04:39,18,3,6,0,0,0,0,1
196,2015-08-15,19m; 7d,F,2017-03-22,13.50,10749,300,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:05:00,0,0,0,0,0,0,1,1
196,2015-08-15,19m; 7d,F,2017-03-22,13.55,11049,300,1899-12-31 00:00:00,1899-12-31 00:00:02,1899-12-31 00:00:00,1899-12-31T00:00:00Z,1899-12-31 00:04:58,0,0,0,0,0,0,1,1
196,2015-08-15,19m; 7d,F,2017-03-22,14.00,11349,300,1899-12-31 00:00:00,1899-12-31 00:00:26,1899-12-31 00:00:01,1899-12-31T00:00:00Z,1899-12-31 00:04:33,0,0,2,0,0,0,1,1
