SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep,Comments
187,12/22/15,14m; 20d,FALSE,3/14/17,12.35,0,5,00:00:05,00:00:01,00:00:01,00:00:00,00:00:00,16,0,0,1,0,0,0,0,Experimenter explaining to parent how recorder works
215,11/7/15,17m; 18d,FALSE,4/25/17,18.5,10206,249,00:01:03,00:01:01,00:00:00,00:00:02,00:02:03,26,3,26,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,18.55,10455,300,00:01:11,00:01:18,00:00:00,00:00:15,00:02:16,25,3,29,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19,10755,300,00:00:53,00:01:04,00:00:00,00:00:53,00:02:10,30,2,19,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.05,11055,300,00:01:23,00:01:52,00:00:01,00:00:12,00:01:32,34,1,24,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.1,11355,300,00:01:06,00:02:47,00:00:00,00:00:09,00:00:58,135,2,7,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.15,11655,300,00:01:54,00:01:19,00:00:00,00:00:03,00:01:44,164,7,26,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.2,11955,300,00:01:58,00:01:24,00:00:03,00:00:28,00:01:07,117,7,20,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.25,12255,300,00:01:23,00:02:15,00:00:01,00:00:12,00:01:09,50,4,33,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.3,12555,300,00:02:43,00:01:39,00:00:00,00:00:05,00:00:33,90,8,37,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.35,12855,300,00:02:06,00:00:53,00:00:00,00:00:05,00:01:56,315,4,18,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.4,13155,300,00:02:50,00:00:42,00:00:00,00:00:06,00:01:22,306,10,28,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.45,13455,300,00:01:38,00:01:40,00:00:54,00:00:10,00:00:38,56,3,14,0,0,0,0,0,NA
215,11/7/15,17m; 18d,FALSE,4/25/17,19.5,13755,124,00:00:30,00:00:59,00:00:06,00:00:04,00:00:25,41,1,3,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,9.3,13879,88,00:00:27,00:00:38,00:00:04,00:00:02,00:00:17,4,0,10,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,9.35,13967,300,00:00:19,00:00:22,00:00:00,00:00:20,00:03:59,0,0,8,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,9.4,14267,300,00:00:31,00:00:48,00:00:00,00:00:02,00:03:39,4,0,13,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,9.45,14567,300,00:00:02,00:00:50,00:00:01,00:00:02,00:04:05,0,0,1,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,9.5,14867,300,00:00:35,00:01:53,00:00:04,00:00:13,00:02:15,4,0,12,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,9.55,15167,300,00:01:48,00:01:44,00:00:00,00:00:09,00:01:19,31,2,62,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10,15467,300,00:01:00,00:00:42,00:00:01,00:00:11,00:03:06,12,0,14,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.05,15767,300,00:00:07,00:00:32,00:00:11,00:00:03,00:04:07,8,0,0,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.1,16067,300,00:00:12,00:00:46,00:00:13,00:00:07,00:03:42,12,2,8,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.15,16367,300,00:00:54,00:01:23,00:00:00,00:00:15,00:02:28,9,0,27,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.2,16667,300,00:00:42,00:01:30,00:00:02,00:00:01,00:02:45,10,2,23,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.25,16967,300,00:01:32,00:00:43,00:00:03,00:00:14,00:02:28,47,5,21,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.3,17267,300,00:01:15,00:01:05,00:00:00,00:00:08,00:02:32,38,2,20,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.35,17567,300,00:01:12,00:02:11,00:00:00,00:00:12,00:01:25,41,3,33,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.4,17867,300,00:00:44,00:01:05,00:00:00,00:01:33,00:01:38,0,1,32,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.45,18167,300,00:00:30,00:01:14,00:00:07,00:01:41,00:01:28,19,2,14,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.5,18467,300,00:01:20,00:01:41,00:00:11,00:00:06,00:01:42,16,1,29,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,10.55,18767,300,00:01:01,00:00:59,00:00:06,00:00:03,00:02:51,42,5,25,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,11,19067,300,00:00:34,00:00:38,00:00:00,00:00:55,00:02:53,9,0,12,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,11.05,19367,300,00:01:38,00:00:15,00:00:00,00:00:05,00:03:02,95,11,55,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,11.1,19667,106,00:00:14,00:00:07,00:00:00,00:00:00,00:01:25,21,0,0,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,18.1,19773,145,00:00:51,00:00:56,00:00:00,00:00:01,00:00:37,16,2,11,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,18.15,19918,300,00:00:52,00:02:43,00:00:12,00:00:03,00:01:10,73,4,21,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,18.2,20218,300,00:00:46,00:02:07,00:00:12,00:00:00,00:01:55,57,4,22,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,18.25,20518,300,00:01:00,00:02:09,00:00:09,00:00:01,00:01:41,27,2,33,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,18.3,20818,300,00:00:39,00:02:16,00:00:04,00:00:03,00:01:58,49,1,20,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,18.35,21118,300,00:00:35,00:02:36,00:00:01,00:00:07,00:01:41,59,2,9,0,0,0,0,0,NA
215,11/7/15,17m; 26d,FALSE,5/3/17,18.4,21418,186,00:00:18,00:02:30,00:00:16,00:00:01,00:00:01,31,2,3,0,0,0,0,0,NA
230,5/17/16,15m; 15d,FALSE,9/1/17,11.55,0,11,00:00:09,00:00:01,00:00:00,00:00:00,00:00:01,41,0,0,1,0,0,0,0,Showing parents how to use DLP
230,5/17/16,15m; 18d,FALSE,9/4/17,8.5,11,20,00:00:00,00:00:03,00:00:00,00:00:00,00:00:17,0,0,0,1,0,0,0,0,"Unsure if DLP is being put on child, it sounds like that is the case"
230,5/17/16,15m; 18d,FALSE,9/4/17,8.55,31,300,00:01:29,00:00:32,00:00:02,00:00:29,00:02:28,176,10,22,0,0,0,0,0,"DLP is on child, mom starts playing with child and a toy piano is heard."
230,5/17/16,15m; 18d,FALSE,9/4/17,9,331,300,00:00:44,00:00:21,00:00:00,00:00:17,00:03:38,84,6,16,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.05,631,300,00:00:29,00:00:21,00:00:00,00:00:11,00:03:59,71,3,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.1,931,300,00:00:02,00:00:15,00:00:00,00:01:58,00:02:45,0,0,2,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.15,1231,300,00:00:36,00:00:37,00:00:00,00:00:53,00:02:54,96,1,4,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.2,1531,300,00:00:39,00:00:28,00:00:00,00:01:41,00:02:12,47,0,11,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.25,1831,300,00:01:21,00:00:56,00:00:01,00:00:42,00:02:00,161,4,13,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.3,2131,300,00:00:27,00:00:29,00:00:02,00:00:23,00:03:39,40,1,1,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.35,2431,300,00:00:50,00:00:15,00:00:00,00:00:02,00:03:53,167,9,13,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.4,2731,300,00:01:02,00:00:22,00:00:00,00:00:01,00:03:35,201,4,7,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.45,3031,300,00:01:20,00:00:23,00:00:00,00:00:09,00:03:08,227,11,18,0,0,0,0,0,mom is grooming child
230,5/17/16,15m; 18d,FALSE,9/4/17,9.5,3331,300,00:00:17,00:00:20,00:00:00,00:00:01,00:04:22,36,1,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,9.55,3631,300,00:00:22,00:00:27,00:00:00,00:00:00,00:04:11,27,2,17,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10,3931,300,00:00:04,00:00:09,00:00:00,00:00:04,00:04:43,12,0,1,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.05,4231,300,00:00:37,00:00:14,00:00:00,00:00:01,00:04:08,79,4,16,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.1,4531,300,00:00:26,00:00:13,00:00:00,00:00:02,00:04:19,14,1,6,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.15,4831,300,00:00:31,00:00:20,00:00:00,00:00:00,00:04:09,23,4,15,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.2,5131,300,00:00:13,00:00:06,00:00:00,00:00:00,00:04:41,13,0,3,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.25,5431,300,00:00:07,00:00:12,00:00:00,00:00:02,00:04:39,11,2,6,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.3,5731,300,00:01:15,00:00:35,00:00:00,00:00:03,00:03:07,12,2,52,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.35,6031,300,00:00:58,00:00:16,00:00:00,00:00:00,00:03:46,40,2,37,0,0,0,0,0,"mom is telling child to be careful for some reason, then to go ahead and sleep if she is sleepy."
230,5/17/16,15m; 18d,FALSE,9/4/17,10.4,6331,300,00:00:06,00:00:09,00:00:00,00:00:02,00:04:43,1,0,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.45,6631,300,00:00:53,00:00:15,00:00:00,00:00:01,00:03:51,91,2,15,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.5,6931,300,00:01:17,00:01:17,00:00:05,00:00:16,00:02:05,90,0,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,10.55,7231,300,00:00:35,00:01:04,00:00:02,00:00:02,00:03:17,7,1,12,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11,7531,300,00:00:22,00:00:41,00:00:18,00:00:07,00:03:32,21,0,4,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.05,7831,300,00:00:35,00:00:38,00:00:00,00:00:19,00:03:28,2,1,20,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.1,8131,300,00:01:11,00:00:29,00:00:00,00:00:11,00:03:09,101,3,3,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.15,8431,300,00:01:25,00:00:44,00:00:14,00:00:06,00:02:31,64,2,12,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.2,8731,300,00:01:02,00:01:11,00:00:02,00:00:09,00:02:36,32,0,18,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.25,9031,300,00:00:34,00:00:31,00:00:00,00:00:00,00:03:55,62,2,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.3,9331,300,00:00:02,00:00:27,00:00:00,00:00:01,00:04:30,0,0,2,0,0,0,1,1,child playing with an electronic toy; mom asking child if he wants to sleep then puts child to sleep
230,5/17/16,15m; 18d,FALSE,9/4/17,11.35,9631,300,00:00:06,00:00:13,00:00:00,00:00:04,00:04:37,0,0,4,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.4,9931,300,00:00:00,00:00:01,00:00:00,00:00:00,00:04:59,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.45,10231,300,00:00:00,00:00:13,00:00:00,00:00:00,00:04:47,0,0,4,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.5,10531,300,00:00:00,00:00:07,00:00:00,00:00:00,00:04:53,0,0,1,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,11.55,10831,300,00:00:00,00:00:15,00:00:00,00:00:00,00:04:45,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12,11131,300,00:00:00,00:00:19,00:00:00,00:00:01,00:04:40,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.05,11431,300,00:00:02,00:00:20,00:00:00,00:00:00,00:04:38,4,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.1,11731,300,00:00:00,00:00:01,00:00:00,00:00:00,00:04:59,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.15,12031,300,00:00:08,00:00:07,00:00:00,00:00:03,00:04:42,8,0,2,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.2,12331,300,00:00:01,00:00:00,00:00:00,00:00:00,00:04:59,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.25,12631,300,00:00:00,00:00:01,00:00:00,00:00:00,00:04:59,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.3,12931,300,00:00:01,00:00:03,00:00:00,00:00:01,00:04:55,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.35,13231,300,00:00:16,00:00:19,00:00:04,00:00:11,00:04:10,16,2,2,0,0,0,0,1,mom talking on the phone- child wakes up crying and mom puts child back to sleep
230,5/17/16,15m; 18d,FALSE,9/4/17,12.4,13531,300,00:00:06,00:00:22,00:00:00,00:00:00,00:04:32,16,1,4,0,0,0,0,1,child wakes up towards the end
230,5/17/16,15m; 18d,FALSE,9/4/17,12.45,13831,300,00:00:14,00:00:38,00:00:00,00:00:28,00:03:40,41,1,2,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.5,14131,300,00:02:13,00:01:20,00:00:09,00:00:10,00:01:08,178,1,2,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,12.55,14431,300,00:02:01,00:02:03,00:00:04,00:00:03,00:00:49,147,6,13,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13,14731,300,00:01:13,00:01:17,00:00:05,00:00:06,00:02:19,89,4,10,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.05,15031,300,00:01:52,00:01:10,00:00:00,00:00:29,00:01:29,186,7,21,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.1,15331,300,00:01:33,00:00:47,00:00:00,00:00:12,00:02:28,94,9,39,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.15,15631,300,00:01:02,00:00:33,00:00:00,00:00:07,00:03:18,26,2,31,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.2,15931,300,00:01:32,00:00:49,00:00:00,00:00:03,00:02:36,206,12,32,0,0,0,0,0,"child is awake and making vocalizations,"
230,5/17/16,15m; 18d,FALSE,9/4/17,13.25,16231,300,00:01:03,00:01:02,00:00:00,00:00:30,00:02:25,68,3,23,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.3,16531,300,00:00:14,00:00:08,00:00:00,00:01:11,00:03:27,33,0,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.35,16831,300,00:00:53,00:00:39,00:00:00,00:01:15,00:02:13,61,1,10,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.4,17131,300,00:00:56,00:00:30,00:00:00,00:00:43,00:02:51,136,2,2,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.45,17431,300,00:00:44,00:00:55,00:00:01,00:00:08,00:03:12,61,2,15,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.5,17731,300,00:00:36,00:00:29,00:00:00,00:00:46,00:03:09,35,5,15,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,13.55,18031,300,00:00:24,00:00:22,00:00:00,00:01:02,00:03:12,32,1,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14,18331,300,00:01:13,00:00:59,00:00:00,00:00:18,00:02:30,177,6,12,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.05,18631,300,00:01:23,00:01:02,00:00:00,00:00:33,00:02:02,23,1,35,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.1,18931,300,00:00:50,00:00:44,00:00:00,00:01:04,00:02:22,0,0,16,0,0,0,1,0,child is awake and making vocalizations
230,5/17/16,15m; 18d,FALSE,9/4/17,14.15,19231,300,00:00:31,00:01:07,00:00:00,00:02:19,00:01:03,0,0,18,0,0,0,1,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.2,19531,300,00:00:27,00:00:32,00:00:00,00:02:14,00:01:47,42,3,12,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.25,19831,300,00:01:12,00:00:51,00:00:00,00:01:04,00:01:53,103,3,30,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.3,20131,300,00:01:11,00:01:39,00:00:02,00:01:14,00:00:54,34,2,17,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.35,20431,300,00:01:29,00:03:00,00:00:00,00:00:16,00:00:15,14,0,11,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.4,20731,300,00:01:47,00:01:49,00:00:02,00:00:44,00:00:38,35,1,48,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.45,21031,300,00:01:07,00:02:43,00:00:05,00:00:27,00:00:38,73,4,23,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.5,21331,300,00:00:58,00:02:09,00:00:05,00:00:55,00:00:53,87,3,14,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,14.55,21631,300,00:01:12,00:01:10,00:00:00,00:00:20,00:02:18,97,6,25,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,15,21931,300,00:00:32,00:00:54,00:00:00,00:00:07,00:03:27,78,2,4,0,0,0,0,0,mom is feeding child a mandarin orange
230,5/17/16,15m; 18d,FALSE,9/4/17,15.05,22231,300,00:00:36,00:01:03,00:00:00,00:01:04,00:02:17,107,2,7,0,0,0,0,0,"mom is running a bath, takes dlp off child near end of recording"
230,5/17/16,15m; 18d,FALSE,9/4/17,15.1,22531,300,00:00:18,00:01:38,00:00:00,00:00:56,00:02:08,4,0,2,1,0,0,0,0,"child is in the bath, dlp not on child"
230,5/17/16,15m; 18d,FALSE,9/4/17,15.15,22831,300,00:00:34,00:02:21,00:00:00,00:00:55,00:01:10,5,0,3,1,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,15.2,23131,300,00:00:37,00:02:37,00:00:00,00:00:30,00:01:16,58,1,2,1,0,0,0,0,"child is in the bath, dlp not on child"
230,5/17/16,15m; 18d,FALSE,9/4/17,15.25,23431,300,00:00:42,00:02:27,00:00:00,00:00:25,00:01:26,19,2,12,1,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,15.3,23731,300,00:00:25,00:02:15,00:00:00,00:01:30,00:00:50,25,0,2,1,0,0,0,0,"child is in the bath, dlp not on child"
230,5/17/16,15m; 18d,FALSE,9/4/17,15.35,24031,300,00:00:38,00:02:33,00:00:00,00:00:13,00:01:36,44,1,3,1,0,0,0,0,"mom takes child out of bath, dlp still not on child"
230,5/17/16,15m; 18d,FALSE,9/4/17,15.4,24331,300,00:01:03,00:00:42,00:00:00,00:00:03,00:03:12,199,2,5,0,0,0,0,0,mom putting dlp back on child during first half of recording
230,5/17/16,15m; 18d,FALSE,9/4/17,15.45,24631,300,00:01:43,00:01:03,00:00:00,00:00:32,00:01:42,177,1,8,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,15.5,24931,300,00:00:27,00:00:46,00:00:00,00:01:07,00:02:40,68,0,4,0,0,0,0,0,child is eating something else now
230,5/17/16,15m; 18d,FALSE,9/4/17,15.55,25231,300,00:00:37,00:00:51,00:00:00,00:00:29,00:03:03,90,2,8,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16,25531,300,00:00:37,00:01:47,00:00:00,00:00:08,00:02:28,123,4,6,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.05,25831,300,00:00:39,00:00:41,00:00:00,00:00:22,00:03:18,103,3,7,0,0,0,0,1,mom talking to other child in background- mom tells child it is time for a nap
230,5/17/16,15m; 18d,FALSE,9/4/17,16.1,26131,300,00:00:08,00:00:43,00:00:00,00:00:02,00:04:07,0,0,6,0,0,0,1,1,child sounds like she is eating from bottle and asleep
230,5/17/16,15m; 18d,FALSE,9/4/17,16.15,26431,300,00:00:01,00:00:06,00:00:00,00:00:12,00:04:41,0,0,1,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.2,26731,300,00:00:01,00:00:07,00:00:00,00:00:23,00:04:29,2,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.25,27031,300,00:00:00,00:00:00,00:00:00,00:01:15,00:03:45,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.3,27331,300,00:00:00,00:00:02,00:00:00,00:00:15,00:04:43,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.35,27631,300,00:00:00,00:00:03,00:00:00,00:00:20,00:04:37,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.4,27931,300,00:00:00,00:00:02,00:00:00,00:00:56,00:04:02,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.45,28231,300,00:00:00,00:00:00,00:00:00,00:00:27,00:04:33,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.5,28531,300,00:00:01,00:00:03,00:00:00,00:00:35,00:04:21,3,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,16.55,28831,300,00:00:00,00:00:01,00:00:00,00:00:29,00:04:30,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17,29131,300,00:00:00,00:00:02,00:00:00,00:00:06,00:04:52,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.05,29431,300,00:00:00,00:00:03,00:00:00,00:00:34,00:04:23,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.1,29731,300,00:00:00,00:00:03,00:00:00,00:00:17,00:04:40,0,0,1,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.15,30031,300,00:00:00,00:00:03,00:00:02,00:00:24,00:04:31,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.2,30331,300,00:00:02,00:00:09,00:00:00,00:00:35,00:04:14,0,0,0,0,0,0,1,1,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.25,30631,300,00:00:00,00:00:06,00:00:00,00:00:10,00:04:44,0,0,0,0,0,0,1,1,child is still asleep- snoring
230,5/17/16,15m; 18d,FALSE,9/4/17,17.3,30931,300,00:00:55,00:00:31,00:00:00,00:00:00,00:03:34,176,3,5,0,0,0,0,0,child sounds like she is waking up- dad starts talking to child towards end
230,5/17/16,15m; 18d,FALSE,9/4/17,17.35,31231,300,00:01:24,00:01:13,00:00:05,00:00:15,00:02:03,138,10,29,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.4,31531,300,00:00:14,00:00:31,00:00:00,00:00:23,00:03:52,19,0,4,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.45,31831,300,00:00:49,00:00:37,00:00:00,00:00:19,00:03:15,124,4,12,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.5,32131,300,00:01:00,00:00:59,00:00:00,00:00:02,00:02:59,189,2,4,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,17.55,32431,300,00:01:25,00:01:06,00:00:00,00:00:03,00:02:26,193,7,10,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,18,32731,300,00:01:03,00:01:19,00:00:00,00:00:00,00:02:38,83,0,3,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,18.05,33031,300,00:01:09,00:00:58,00:00:02,00:00:00,00:02:51,119,3,5,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,18.1,33331,300,00:01:33,00:00:54,00:00:00,00:00:04,00:02:29,104,5,50,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,18.15,33631,300,00:01:06,00:01:20,00:00:02,00:00:07,00:02:25,152,3,11,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,18.2,33931,300,00:01:07,00:00:53,00:00:00,00:00:02,00:02:58,174,5,13,0,0,0,0,0,"dad is playing with child, describing things. Then they play with a toy piano"
230,5/17/16,15m; 18d,FALSE,9/4/17,18.25,34231,300,00:00:24,00:01:08,00:00:00,00:02:04,00:01:24,0,0,13,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,18.3,34531,300,00:00:45,00:01:25,00:00:00,00:00:04,00:02:46,89,3,6,0,0,0,0,0,NA
230,5/17/16,15m; 18d,FALSE,9/4/17,18.35,34831,300,00:01:02,00:01:45,00:00:03,00:00:03,00:02:07,77,2,9,0,0,0,0,0,NA
