SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep,Comments
187,12/22/15,14m; 20d,FALSE,3/14/17,12:35:00,0,5,00:00:05,00:00:01,00:00:01,00:00:00,00:00:00,16,0,0,1,0,0,0,0,Experimenter explaining to parent how recorder works
190,9/28/15,18m; 13d,M,4/10/17,12:25:00,13080,300,00:00:52,00:01:06,00:00:02,00:00:15,00:02:45,84,5,16,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,12:30:00,13380,300,00:01:30,00:01:01,00:00:00,00:00:02,00:02:27,193,9,24,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,12:35:00,13680,300,00:00:41,00:00:47,00:00:19,00:00:01,00:03:12,95,6,14,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,12:40:00,13980,300,00:00:10,00:00:57,00:01:59,00:00:11,00:01:43,21,2,3,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,12:45:00,14280,300,00:00:19,00:01:38,00:00:44,00:00:04,00:02:15,37,2,9,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,12:50:00,14580,300,00:00:18,00:01:11,00:03:01,00:00:03,00:00:27,32,2,10,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,12:55:00,14880,300,00:00:11,00:00:02,00:04:39,00:00:08,00:00:00,36,1,3,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:00:00,15180,300,00:00:10,00:00:00,00:04:44,00:00:05,00:00:01,15,0,5,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:05:00,15480,300,00:00:11,00:00:10,00:04:35,00:00:02,00:00:02,13,0,5,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:10:00,15780,300,00:00:50,00:01:03,00:00:36,00:00:04,00:02:27,180,3,5,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:15:00,16080,300,00:01:20,00:01:02,00:00:29,00:00:07,00:02:02,142,7,27,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:20:00,16380,300,00:01:12,00:00:27,00:00:00,00:00:04,00:03:17,99,7,40,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:25:00,16680,300,00:00:55,00:01:07,00:00:00,00:00:22,00:02:36,53,2,34,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:30:00,16980,300,00:01:13,00:00:48,00:00:00,00:00:06,00:02:53,7,2,43,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:35:00,17280,300,00:01:47,00:01:22,00:00:00,00:00:02,00:01:49,140,7,39,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:40:00,17580,300,00:01:57,00:00:51,00:00:00,00:00:20,00:01:52,159,9,43,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:45:00,17880,300,00:00:32,00:00:42,00:00:00,00:00:36,00:03:10,55,3,11,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:50:00,18180,300,00:01:42,00:01:07,00:00:00,00:00:35,00:01:36,94,7,39,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,13:55:00,18480,300,00:00:41,00:01:36,00:00:01,00:00:00,00:02:42,25,2,23,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:00:00,18780,300,00:00:38,00:01:51,00:00:00,00:00:01,00:02:30,50,4,7,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:05:00,19080,300,00:01:03,00:00:56,00:00:00,00:00:05,00:02:56,67,5,17,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:10:00,19380,300,00:01:31,00:01:27,00:00:01,00:00:00,00:02:01,70,4,48,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:15:00,19680,300,00:00:20,00:04:26,00:00:01,00:00:00,00:00:13,73,2,4,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:20:00,19980,300,00:00:05,00:04:52,00:00:00,00:00:00,00:00:03,23,0,0,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:25:00,20280,300,00:00:07,00:02:17,00:01:52,00:00:00,00:00:44,38,0,0,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:30:00,20580,300,00:00:40,00:00:45,00:03:08,00:00:06,00:00:21,82,3,12,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:35:00,20880,300,00:01:36,00:02:14,00:01:03,00:00:00,00:00:07,233,11,28,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:40:00,21180,300,00:02:14,00:01:38,00:00:59,00:00:03,00:00:06,297,13,34,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:45:00,21480,300,00:00:46,00:03:47,00:00:19,00:00:00,00:00:08,117,2,7,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:50:00,21780,300,00:00:05,00:04:55,00:00:00,00:00:00,00:00:00,17,0,0,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,14:55:00,22080,300,00:00:27,00:04:24,00:00:02,00:00:00,00:00:07,27,0,0,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:00:00,22380,300,00:00:21,00:03:31,00:00:03,00:00:06,00:00:59,38,0,5,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:05:00,22680,300,00:01:19,00:02:23,00:00:00,00:00:02,00:01:16,73,5,32,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:10:00,22980,300,00:01:40,00:00:27,00:00:00,00:00:08,00:02:45,77,8,47,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:15:00,23280,300,00:01:38,00:00:13,00:00:00,00:00:11,00:02:58,80,5,30,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:20:00,23580,300,00:01:04,00:01:12,00:00:00,00:00:15,00:02:29,110,3,13,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:25:00,23880,300,00:00:37,00:01:41,00:00:00,00:00:08,00:02:34,48,0,15,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:30:00,24180,300,00:00:29,00:00:33,00:00:00,00:00:12,00:03:46,54,3,15,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:35:00,24480,300,00:00:50,00:00:34,00:00:00,00:00:05,00:03:31,148,3,15,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:40:00,24780,300,00:01:30,00:00:59,00:00:00,00:00:02,00:02:29,189,6,14,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:45:00,25080,300,00:01:04,00:00:46,00:00:00,00:00:03,00:03:07,19,3,35,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:50:00,25380,300,00:01:54,00:00:58,00:00:00,00:00:28,00:01:40,132,8,69,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,15:55:00,25680,300,00:00:42,00:00:43,00:00:00,00:00:02,00:03:33,20,1,26,0,0,0,0,0,Child is humming and fidgeting.
190,9/28/15,18m; 13d,M,4/10/17,16:00:00,25980,53,00:00:06,00:00:05,00:00:00,00:00:00,00:00:42,0,0,2,0,0,0,0,0,"Child is awake, humming and making noise."
190,9/28/15,18m; 13d,M,4/10/17,18:00:00,26033,228,00:01:56,00:00:32,00:00:00,00:00:08,00:01:12,187,11,33,0,0,0,0,0,Mom playing with child.
190,9/28/15,18m; 13d,M,4/10/17,18:05:00,26261,300,00:01:39,00:02:05,00:00:00,00:00:25,00:00:51,133,7,41,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:10:00,26561,300,00:00:45,00:01:47,00:00:00,00:00:24,00:02:04,96,7,18,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:15:00,26861,300,00:00:49,00:01:33,00:00:00,00:00:08,00:02:30,154,5,14,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:20:00,27161,300,00:00:33,00:02:44,00:00:00,00:00:05,00:01:38,52,4,27,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:25:00,27461,300,00:00:31,00:02:00,00:00:01,00:00:02,00:02:26,35,4,19,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:30:00,27761,300,00:01:02,00:02:05,00:00:00,00:00:02,00:01:51,141,5,22,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:35:00,28061,300,00:00:39,00:01:28,00:00:01,00:00:15,00:02:37,47,4,19,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:40:00,28361,300,00:01:22,00:01:24,00:00:00,00:00:17,00:01:57,29,4,56,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:45:00,28661,300,00:01:11,00:01:54,00:00:00,00:00:05,00:01:50,140,11,45,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:50:00,28961,300,00:01:16,00:01:23,00:00:00,00:00:19,00:02:02,110,8,35,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,18:55:00,29261,300,00:01:38,00:01:40,00:00:00,00:00:02,00:01:40,233,14,40,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:00:00,29561,300,00:01:18,00:02:18,00:00:00,00:00:19,00:01:05,206,8,12,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:05:00,29861,300,00:00:48,00:02:17,00:00:00,00:00:05,00:01:50,152,1,3,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:10:00,30161,300,00:01:59,00:01:19,00:00:00,00:00:12,00:01:30,457,4,7,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:15:00,30461,300,00:00:39,00:01:53,00:00:00,00:00:29,00:01:59,106,0,1,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:20:00,30761,300,00:01:01,00:02:39,00:00:00,00:00:16,00:01:04,253,1,2,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:25:00,31061,300,00:01:16,00:02:09,00:00:00,00:00:09,00:01:26,310,5,9,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:30:00,31361,300,00:01:24,00:01:38,00:00:00,00:00:01,00:01:57,311,5,7,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:35:00,31661,300,00:01:08,00:02:09,00:00:00,00:00:07,00:01:36,177,5,14,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:40:00,31961,300,00:01:06,00:01:45,00:00:00,00:00:01,00:02:08,201,6,11,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:45:00,32261,300,00:01:07,00:01:16,00:00:00,00:00:00,00:02:37,154,4,11,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:50:00,32561,300,00:00:48,00:01:42,00:00:00,00:00:12,00:02:18,18,0,37,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,19:55:00,32861,300,00:01:03,00:00:55,00:00:00,00:00:07,00:02:55,26,3,39,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,20:00:00,33161,300,00:00:32,00:01:07,00:00:00,00:00:16,00:03:05,56,0,13,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,20:05:00,33461,300,00:01:09,00:01:27,00:00:01,00:00:11,00:02:12,88,8,28,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,20:10:00,33761,300,00:01:12,00:01:42,00:00:00,00:00:06,00:02:00,226,3,9,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,20:15:00,34061,300,00:01:23,00:01:03,00:00:01,00:00:05,00:02:28,219,11,27,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,20:20:00,34361,300,00:00:56,00:01:01,00:00:00,00:00:05,00:02:58,134,3,5,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,20:25:00,34661,300,00:01:57,00:01:08,00:00:00,00:00:05,00:01:50,331,10,25,0,0,0,0,0,NA
190,9/28/15,18m; 13d,M,4/10/17,20:30:00,34961,300,00:02:16,00:00:31,00:00:00,00:00:05,00:02:08,100,8,62,0,0,0,0,0,"Child playing with dog, falls and cries."
190,9/28/15,18m; 13d,M,4/10/17,20:35:00,35261,55,00:00:20,00:00:10,00:00:00,00:00:06,00:00:19,84,1,1,0,0,0,0,0,"Child awake, mother talks in the background."
192,9/18/15,18m; 3d,FALSE,3/21/17,12:55:00,0,3,00:00:02,00:00:01,00:00:00,00:00:00,00:00:00,8,0,0,1,0,0,0,0,experimenter explaining how to turn on and off LENA
192,9/18/15,18m; 3d,FALSE,3/21/17,13:00:00,3,7,00:00:06,00:00:01,00:00:00,00:00:00,00:00:00,24,0,0,1,0,0,0,0,experimenter explaining how to turn on and off LENA
192,9/18/15,18m; 10d,FALSE,3/28/17,11:30:00,10,112,00:00:53,00:00:16,00:00:00,00:00:00,00:00:43,127,1,5,0,0,0,0,0,LENA shirt is put on child.
192,9/18/15,18m; 10d,FALSE,3/28/17,11:35:00,122,300,00:01:08,00:01:21,00:00:36,00:00:00,00:01:55,201,5,12,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,11:40:00,422,300,00:00:55,00:00:56,00:01:23,00:00:01,00:01:45,188,6,10,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,11:45:00,722,300,00:01:33,00:00:43,00:01:39,00:00:03,00:01:02,255,9,28,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,11:50:00,1022,300,00:00:11,00:00:55,00:02:10,00:00:31,00:01:13,40,2,3,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,11:55:00,1322,300,00:00:21,00:00:21,00:02:59,00:00:01,00:01:18,79,2,3,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:00:00,1622,300,00:00:48,00:00:26,00:01:00,00:00:02,00:02:44,123,7,17,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:05:00,1922,300,00:00:50,00:00:27,00:00:55,00:00:02,00:02:46,122,8,8,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:10:00,2222,300,00:01:38,00:00:28,00:01:22,00:00:01,00:01:31,157,9,56,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:15:00,2522,300,00:01:34,00:00:34,00:00:08,00:00:53,00:01:51,187,14,42,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:20:00,2822,300,00:02:32,00:00:28,00:00:00,00:00:20,00:01:40,423,8,12,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:25:00,3122,300,00:01:53,00:00:35,00:00:04,00:00:35,00:01:53,332,9,19,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:30:00,3422,300,00:02:11,00:00:42,00:00:03,00:00:10,00:01:54,342,9,21,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:35:00,3722,300,00:03:07,00:00:08,00:00:01,00:00:02,00:01:42,327,13,38,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:40:00,4022,300,00:02:01,00:00:09,00:00:05,00:00:04,00:02:41,293,11,20,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:45:00,4322,300,00:01:27,00:00:30,00:00:01,00:00:02,00:03:00,301,3,7,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:50:00,4622,300,00:02:34,00:00:11,00:00:00,00:00:06,00:02:09,451,14,21,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,12:55:00,4922,300,00:02:12,00:00:25,00:00:02,00:00:11,00:02:10,161,21,76,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,13:00:00,5222,300,00:01:42,00:00:30,00:00:06,00:00:22,00:02:20,200,7,35,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,13:05:00,5522,300,00:02:08,00:00:07,00:00:03,00:01:04,00:01:38,174,12,53,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,13:10:00,5822,300,00:01:33,00:00:14,00:00:02,00:00:15,00:02:56,226,19,37,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,13:15:00,6122,300,00:00:53,00:00:56,00:00:19,00:00:09,00:02:43,90,3,31,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,13:20:00,6422,156,00:00:38,00:00:18,00:00:00,00:00:04,00:01:36,83,7,18,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,17:50:00,6578,153,00:00:45,00:00:13,00:00:01,00:00:01,00:01:33,138,7,7,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,17:55:00,6731,300,00:01:23,00:00:18,00:00:00,00:00:00,00:03:19,203,7,11,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:00:00,7031,300,00:01:24,00:00:28,00:00:02,00:00:07,00:02:59,232,5,13,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:05:00,7331,300,00:00:54,00:00:45,00:00:01,00:00:03,00:03:17,143,3,9,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:10:00,7631,300,00:00:57,00:00:10,00:00:02,00:00:03,00:03:48,172,0,1,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:15:00,7931,300,00:00:23,00:00:24,00:03:43,00:00:00,00:00:30,81,0,1,0,0,0,0,0,"LENA shirt is put on child, music playing, child dancing with parent."
192,9/18/15,18m; 10d,FALSE,3/28/17,18:20:00,8231,300,00:00:01,00:00:02,00:04:53,00:00:00,00:00:04,0,0,0,0,0,0,0,0,"Music playing, male and child playing instruments"
192,9/18/15,18m; 10d,FALSE,3/28/17,18:25:00,8531,300,00:00:24,00:00:20,00:04:12,00:00:02,00:00:02,59,1,6,0,0,0,0,0,Playing baseball with child while music is playing.
192,9/18/15,18m; 10d,FALSE,3/28/17,18:30:00,8831,300,00:00:52,00:00:44,00:02:27,00:00:02,00:00:55,110,6,15,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:35:00,9131,300,00:00:41,00:00:35,00:03:04,00:00:12,00:00:28,126,4,6,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:40:00,9431,300,00:00:20,00:00:03,00:04:28,00:00:01,00:00:08,66,0,2,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:45:00,9731,300,00:00:11,00:00:00,00:04:49,00:00:00,00:00:00,31,0,2,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:50:00,10031,300,00:01:08,00:00:41,00:01:47,00:00:02,00:01:22,217,7,20,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,18:55:00,10331,300,00:00:42,00:00:40,00:01:46,00:00:01,00:01:51,92,3,11,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,19:00:00,10631,300,00:00:31,00:00:19,00:03:16,00:00:03,00:00:51,12,1,35,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,19:05:00,10931,300,00:00:04,00:00:01,00:04:43,00:00:04,00:00:08,8,1,1,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,19:10:00,11231,300,00:00:13,00:00:04,00:04:25,00:00:08,00:00:10,23,0,10,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,19:15:00,11531,300,00:00:08,00:00:06,00:04:32,00:00:00,00:00:14,0,0,7,0,0,0,0,0,"Child is awake,making noise, fidgeting with toy. Radio is playing."
192,9/18/15,18m; 10d,FALSE,3/28/17,19:20:00,11831,300,00:00:07,00:00:22,00:01:50,00:00:00,00:02:41,4,0,8,0,0,0,0,0,"Child is awake, radio playing."
192,9/18/15,18m; 10d,FALSE,3/28/17,19:25:00,12131,300,00:00:40,00:01:06,00:01:42,00:00:27,00:01:05,32,3,30,0,0,0,0,0,NA
192,9/18/15,18m; 10d,FALSE,3/28/17,19:30:00,12431,217,00:00:50,00:01:23,00:00:30,00:00:03,00:00:51,103,4,20,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,19:45:00,12648,195,00:00:55,00:00:34,00:00:00,00:00:14,00:01:32,108,3,24,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,19:50:00,12843,300,00:01:56,00:00:43,00:00:00,00:00:29,00:01:52,406,5,10,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,19:55:00,13143,300,00:01:21,00:00:59,00:00:01,00:00:38,00:02:01,173,9,33,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:00:00,13443,300,00:00:45,00:01:01,00:00:00,00:00:07,00:03:07,102,1,3,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:05:00,13743,300,00:01:11,00:01:54,00:00:03,00:00:21,00:01:31,124,4,20,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:10:00,14043,300,00:01:46,00:02:24,00:00:01,00:00:13,00:00:36,232,10,25,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:15:00,14343,300,00:00:20,00:01:10,00:00:01,00:00:03,00:03:26,58,0,3,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:20:00,14643,300,00:00:44,00:01:46,00:00:04,00:00:31,00:01:55,43,3,25,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:25:00,14943,300,00:00:17,00:01:08,00:00:01,00:00:05,00:03:29,36,0,7,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:30:00,15243,300,00:00:30,00:01:14,00:00:00,00:00:03,00:03:13,84,1,3,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:35:00,15543,300,00:00:59,00:01:44,00:00:00,00:00:03,00:02:14,55,1,35,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:40:00,15843,300,00:00:56,00:00:50,00:00:01,00:00:07,00:03:06,127,5,19,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:45:00,16143,300,00:00:59,00:01:29,00:00:00,00:00:05,00:02:27,62,2,36,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:50:00,16443,300,00:01:03,00:01:25,00:00:01,00:00:03,00:02:28,87,1,24,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,20:55:00,16743,300,00:00:33,00:01:11,00:00:02,00:00:05,00:03:09,93,3,7,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:00:00,17043,300,00:01:03,00:01:33,00:00:01,00:00:04,00:02:19,77,7,40,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:05:00,17343,300,00:01:27,00:01:07,00:00:00,00:00:05,00:02:21,75,11,53,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:10:00,17643,300,00:00:34,00:01:03,00:00:00,00:00:00,00:03:23,104,4,7,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:15:00,17943,300,00:01:06,00:00:53,00:00:00,00:00:01,00:03:00,216,2,2,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:20:00,18243,300,00:00:52,00:01:00,00:00:01,00:00:02,00:03:05,122,5,12,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:25:00,18543,300,00:01:14,00:00:52,00:00:02,00:00:05,00:02:47,201,5,17,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:30:00,18843,300,00:02:12,00:00:37,00:00:01,00:00:02,00:02:08,169,10,67,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:35:00,19143,300,00:02:07,00:01:27,00:00:00,00:00:00,00:01:26,281,16,36,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:40:00,19443,300,00:01:20,00:01:24,00:00:00,00:00:18,00:01:58,128,9,34,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:45:00,19743,300,00:00:44,00:01:44,00:00:03,00:00:22,00:02:07,35,4,28,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:50:00,20043,300,00:00:28,00:02:27,00:00:05,00:00:35,00:01:25,66,3,9,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,21:55:00,20343,300,00:01:08,00:01:03,00:00:03,00:00:08,00:02:38,196,5,15,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:00:00,20643,300,00:00:28,00:00:47,00:00:01,00:00:21,00:03:23,66,1,10,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:05:00,20943,300,00:01:54,00:01:24,00:00:04,00:00:21,00:01:17,271,16,26,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:10:00,21243,300,00:02:16,00:00:15,00:00:00,00:00:07,00:02:22,244,16,58,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:15:00,21543,300,00:02:27,00:00:27,00:00:00,00:00:13,00:01:53,308,16,47,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:20:00,21843,300,00:02:21,00:00:26,00:00:00,00:00:17,00:01:56,338,25,51,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:25:00,22143,300,00:02:55,00:00:14,00:00:03,00:00:05,00:01:43,583,28,40,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:30:00,22443,300,00:02:54,00:00:30,00:00:02,00:00:00,00:01:34,452,13,22,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:35:00,22743,300,00:01:26,00:00:15,00:00:02,00:00:23,00:02:54,247,6,10,0,0,0,0,0,NA
192,9/18/15,18m; 20d,FALSE,4/7/17,22:40:00,23043,247,00:01:35,00:00:08,00:00:00,00:00:00,00:02:24,24,1,13,0,0,0,0,0,NA
192,9/18/15,18m; 24d,FALSE,4/11/17,12:45:00,23290,64,00:00:20,00:00:09,00:00:00,00:00:02,00:00:33,48,4,7,0,0,0,0,0,NA
192,9/18/15,18m; 24d,FALSE,4/11/17,12:50:00,23354,300,00:01:19,00:00:28,00:00:00,00:00:06,00:03:07,147,12,45,0,0,0,0,0,NA
192,9/18/15,18m; 24d,FALSE,4/11/17,12:55:00,23654,300,00:00:44,00:00:19,00:00:02,00:00:09,00:03:46,50,6,28,0,0,0,0,0,NA
